ID,BIRTHDAY,SEXE,DIPLOMDATE,DIPLOMTYPE,DIPPERC,SECTION,OPTION,SCHOOL,SCHOOLPROVINCE,SCHOOLSTATUS
8712,1994-09-01,H,,DIPLÔME D'ETAT,55.0,Technique,Commerciale et Administrative,Faraja,NORD-KIVU,inconnu
8712,1994-09-01,H,,DIPLÔME D'ETAT,55.0,Technique,Commerciale et Administrative,Faraja,NORD-KIVU,inconnu
8712,1994-09-01,H,,DIPLÔME D'ETAT,55.0,Technique,Commerciale et Administrative,Faraja,NORD-KIVU,inconnu
8713,1991-01-31,H,,DIPLÔME D'ETAT,58.0,Techniqe,Commerciale et Administrative,Instigo,NORD-KIVU,inconnu
8714,1992-12-12,H,,DIPLÔME D'ETAT,52.0,Technique,Sociale,Notre dame Olame,SUD-KIVU,inconnu
8714,1992-12-12,H,,DIPLÔME D'ETAT,52.0,Technique,Sociale,Notre dame Olame,SUD-KIVU,inconnu
8714,1992-12-12,H,,DIPLÔME D'ETAT,52.0,Technique,Sociale,Notre dame Olame,SUD-KIVU,inconnu
8715,1986-08-28,H,,DIPLÔME D'ETAT,50.0,Litteraire,Latin philo,st Rosere,ORIENTALE,inconnu
8716,1991-05-09,H,,DIPLÔME D'ETAT,64.0,Techniqe,Commerciale et Administrative,Mwanga,NORD-KIVU,inconnu
8716,1991-05-09,H,,DIPLÔME D'ETAT,64.0,Techniqe,Commerciale et Administrative,Mwanga,NORD-KIVU,inconnu
8716,1991-05-09,H,,DIPLÔME D'ETAT,64.0,Techniqe,Commerciale et Administrative,Mwanga,NORD-KIVU,inconnu
8717,1993-07-07,F,,DIPLÔME D'ETAT,58.0,Techniqe,Commerciale et Administrative,Metanoia,NORD-KIVU,inconnu
8717,1993-07-07,F,,DIPLÔME D'ETAT,58.0,Techniqe,Commerciale et Administrative,Metanoia,NORD-KIVU,inconnu
8717,1993-07-07,F,,DIPLÔME D'ETAT,58.0,Techniqe,Commerciale et Administrative,Metanoia,NORD-KIVU,inconnu
8718,1994-03-14,H,,DIPLÔME D'ETAT,52.0,Techniqe,Construction,Kyeshero,NORD-KIVU,inconnu
8718,1994-03-14,H,,DIPLÔME D'ETAT,52.0,Techniqe,Construction,Kyeshero,NORD-KIVU,inconnu
8718,1994-03-14,H,,DIPLÔME D'ETAT,52.0,Techniqe,Construction,Kyeshero,NORD-KIVU,inconnu
8719,1992-02-17,F,,DIPLÔME D'ETAT,60.0,Pédagogique,Pédagogie Générale,Lukanga,NORD-KIVU,inconnu
8719,1992-02-17,F,,DIPLÔME D'ETAT,60.0,Pédagogique,Pédagogie Générale,Lukanga,NORD-KIVU,inconnu
8719,1992-02-17,F,,DIPLÔME D'ETAT,60.0,Pédagogique,Pédagogie Générale,Lukanga,NORD-KIVU,inconnu
8720,1992-02-17,F,,DIPLÔME D'ETAT,56.0,Pédagogique,Pédagogie Générale,Lukanga,NORD-KIVU,inconnu
8720,1992-02-17,F,,DIPLÔME D'ETAT,56.0,Pédagogique,Pédagogie Générale,Lukanga,NORD-KIVU,inconnu
8720,1992-02-17,F,,DIPLÔME D'ETAT,56.0,Pédagogique,Pédagogie Générale,Lukanga,NORD-KIVU,inconnu
8721,1993-07-25,F,,DIPLÔME D'ETAT,52.0,Scientifique,Biologie chimie,ICL,NORD-KIVU,inconnu
8721,1993-07-25,F,,DIPLÔME D'ETAT,52.0,Scientifique,Biologie chimie,ICL,NORD-KIVU,inconnu
8721,1993-07-25,F,,DIPLÔME D'ETAT,52.0,Scientifique,Biologie chimie,ICL,NORD-KIVU,inconnu
8721,1993-07-25,F,,DIPLÔME D'ETAT,52.0,Scientifique,Biologie chimie,ICL,NORD-KIVU,inconnu
8722,1994-07-03,H,,DIPLÔME D'ETAT,52.0,Scientifique,Mathématique physiqe,Collège Saint Paul,SUD-KIVU,inconnu
8722,1994-07-03,H,,DIPLÔME D'ETAT,52.0,Scientifique,Mathématique physiqe,Collège Saint Paul,SUD-KIVU,inconnu
8722,1994-07-03,H,,DIPLÔME D'ETAT,52.0,Scientifique,Mathématique physiqe,Collège Saint Paul,SUD-KIVU,inconnu
8722,1994-07-03,H,,DIPLÔME D'ETAT,52.0,Scientifique,Mathématique physiqe,Collège Saint Paul,SUD-KIVU,inconnu
8723,1994-08-28,H,,DIPLÔME D'ETAT,66.0,Pédagogique,Pédagogie Générale,Kamole,SUD-KIVU,inconnu
8723,1994-08-28,H,,DIPLÔME D'ETAT,66.0,Pédagogique,Pédagogie Générale,Kamole,SUD-KIVU,inconnu
8723,1994-08-28,H,,DIPLÔME D'ETAT,66.0,Pédagogique,Pédagogie Générale,Kamole,SUD-KIVU,inconnu
8724,1990-06-27,H,,DIPLÔME D'ETAT,59.0,Technique,Commerciale Administrative,Ufahamu,NORD-KIVU,inconnu
8724,1990-06-27,H,,DIPLÔME D'ETAT,59.0,Technique,Commerciale Administrative,Ufahamu,NORD-KIVU,inconnu
8728,1989-08-08,F,,DIPLÔME D'ETAT,50.0,Scientifique,Biologie Chimie,Base,ORIENTALE,inconnu
8728,1989-08-08,F,,DIPLÔME D'ETAT,50.0,Scientifique,Biologie Chimie,Base,ORIENTALE,inconnu
8731,1991-05-01,F,,DIPLÔME D'ETAT,57.0,Scientifique,Biologie chimie,Faraja,NORD-KIVU,inconnu
8731,1991-05-01,F,,DIPLÔME D'ETAT,57.0,Scientifique,Biologie chimie,Faraja,NORD-KIVU,inconnu
8731,1991-05-01,F,,DIPLÔME D'ETAT,57.0,Scientifique,Biologie chimie,Faraja,NORD-KIVU,inconnu
8735,1991-05-08,F,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8735,1991-05-08,F,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8735,1991-05-08,F,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8737,1991-01-20,F,,DIPLÔME D'ETAT,53.0,Scientifique,Biologie Chimie,Lycée Amani,NORD-KIVU,inconnu
8737,1991-01-20,F,,DIPLÔME D'ETAT,53.0,Scientifique,Biologie Chimie,Lycée Amani,NORD-KIVU,inconnu
8737,1991-01-20,F,,DIPLÔME D'ETAT,53.0,Scientifique,Biologie Chimie,Lycée Amani,NORD-KIVU,inconnu
8739,1989-05-12,H,,DIPLÔME D'ETAT,61.0,Technique,Commerciale et Administrative,Alliance ouest africaine,KINSHASA,inconnu
8740,1992-11-11,F,,DIPLÔME D'ETAT,55.0,Littéraire,Latin philo,Maendeleo,NORD-KIVU,inconnu
8740,1992-11-11,F,,DIPLÔME D'ETAT,55.0,Littéraire,Latin philo,Maendeleo,NORD-KIVU,inconnu
8740,1992-11-11,F,,DIPLÔME D'ETAT,55.0,Littéraire,Latin philo,Maendeleo,NORD-KIVU,inconnu
8741,1989-03-24,H,,DIPLÔME D'ETAT,62.0,Technique,Commerciale et Administrative,BUNGULU,NORD-KIVU,inconnu
8741,1989-03-24,H,,DIPLÔME D'ETAT,62.0,Technique,Commerciale et Administrative,BUNGULU,NORD-KIVU,inconnu
8741,1989-03-24,H,,DIPLÔME D'ETAT,62.0,Technique,Commerciale et Administrative,BUNGULU,NORD-KIVU,inconnu
8742,1987-06-10,H,,DIPLÔME D'ETAT,58.0,SCIENTIFIQUE,Math Physique,College Mayele,ORIENTALE,inconnu
8742,1987-06-10,H,,DIPLÔME D'ETAT,58.0,SCIENTIFIQUE,Math Physique,College Mayele,ORIENTALE,inconnu
8743,1982-06-07,H,,DIPLÔME D'ETAT,62.0,Scientifique,Math Physique,Mont Amba,KINSHASA,inconnu
8743,1982-06-07,H,,DIPLÔME D'ETAT,62.0,Scientifique,Math Physique,Mont Amba,KINSHASA,inconnu
8743,1982-06-07,H,,DIPLÔME D'ETAT,62.0,Scientifique,Math Physique,Mont Amba,KINSHASA,inconnu
8744,1991-12-22,F,,DIPLÔME D'ETAT,52.0,Technique,coupe couture,Lycée KImbilio,NORD-KIVU,inconnu
8744,1991-12-22,F,,DIPLÔME D'ETAT,52.0,Technique,coupe couture,Lycée KImbilio,NORD-KIVU,inconnu
8744,1991-12-22,F,,DIPLÔME D'ETAT,52.0,Technique,coupe couture,Lycée KImbilio,NORD-KIVU,inconnu
8745,1989-12-22,H,,DIPLÔME D'ETAT,60.0,Technique,Mécanique générale,Visoke,NORD-KIVU,inconnu
8747,1984-07-05,F,,DIPLÔME D'ETAT,55.0,Technique,Sociale,Lycée Kigonza,NORD-KIVU,inconnu
8747,1984-07-05,F,,DIPLÔME D'ETAT,55.0,Technique,Sociale,Lycée Kigonza,NORD-KIVU,inconnu
8748,1992-09-05,H,,DIPLÔME D'ETAT,56.0,Technique,Sociale,Bangu,SUD-KIVU,inconnu
8748,1992-09-05,H,,DIPLÔME D'ETAT,56.0,Technique,Sociale,Bangu,SUD-KIVU,inconnu
8748,1992-09-05,H,,DIPLÔME D'ETAT,56.0,Technique,Sociale,Bangu,SUD-KIVU,inconnu
8750,1991-09-17,H,,DIPLÔME D'ETAT,59.0,technique,Commerciale Administrative,Maendeleo,NORD-KIVU,inconnu
8750,1991-09-17,H,,DIPLÔME D'ETAT,59.0,technique,Commerciale Administrative,Maendeleo,NORD-KIVU,inconnu
8750,1991-09-17,H,,DIPLÔME D'ETAT,59.0,technique,Commerciale Administrative,Maendeleo,NORD-KIVU,inconnu
8752,1989-09-30,H,,DIPLÔME D'ETAT,53.0,PEDAGOGIEQUE,PEDA GENERALE,Baraka,SUD-KIVU,inconnu
8752,1989-09-30,H,,DIPLÔME D'ETAT,53.0,PEDAGOGIEQUE,PEDA GENERALE,Baraka,SUD-KIVU,inconnu
8753,1993-06-19,H,,DIPLÔME D'ETAT,63.0,Pédagogique,Pédagogie Générale,Kasika,NORD-KIVU,inconnu
8753,1993-06-19,H,,DIPLÔME D'ETAT,63.0,Pédagogique,Pédagogie Générale,Kasika,NORD-KIVU,inconnu
8753,1993-06-19,H,,DIPLÔME D'ETAT,63.0,Pédagogique,Pédagogie Générale,Kasika,NORD-KIVU,inconnu
8753,1993-06-19,H,,DIPLÔME D'ETAT,63.0,Pédagogique,Pédagogie Générale,Kasika,NORD-KIVU,inconnu
8754,1111-11-11,H,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8754,1111-11-11,H,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8755,1992-10-28,F,,DIPLÔME D'ETAT,60.0,Litteraire,Latin philo,Himbi,NORD-KIVU,protestant
8755,1992-10-28,F,,DIPLÔME D'ETAT,60.0,Litteraire,Latin philo,Himbi,NORD-KIVU,protestant
8755,1992-10-28,F,,DIPLÔME D'ETAT,60.0,Litteraire,Latin philo,Himbi,NORD-KIVU,protestant
8758,1992-08-12,H,,DIPLÔME D'ETAT,61.0,Pédagogique,Pédagogie Générale,Lukanga,NORD-KIVU,inconnu
8758,1992-08-12,H,,DIPLÔME D'ETAT,61.0,Pédagogique,Pédagogie Générale,Lukanga,NORD-KIVU,inconnu
8758,1992-08-12,H,,DIPLÔME D'ETAT,61.0,Pédagogique,Pédagogie Générale,Lukanga,NORD-KIVU,inconnu
8759,1111-11-11,H,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8759,1111-11-11,H,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8762,1995-01-29,H,,DIPLÔME D'ETAT,63.0,Scientifique,Biologie chimie,Mwanga,NORD-KIVU,inconnu
8762,1995-01-29,H,,DIPLÔME D'ETAT,63.0,Scientifique,Biologie chimie,Mwanga,NORD-KIVU,inconnu
8762,1995-01-29,H,,DIPLÔME D'ETAT,63.0,Scientifique,Biologie chimie,Mwanga,NORD-KIVU,inconnu
8768,1989-05-25,F,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,TARAJA,SUD-KIVU,inconnu
8768,1989-05-25,F,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,TARAJA,SUD-KIVU,inconnu
8769,1111-11-11,F,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8770,1995-06-16,F,,DIPLÔME D'ETAT,53.0,Scientifique,Mathématique Physique,Majengo,NORD-KIVU,inconnu
8770,1995-06-16,F,,DIPLÔME D'ETAT,53.0,Scientifique,Mathématique Physique,Majengo,NORD-KIVU,inconnu
8770,1995-06-16,F,,DIPLÔME D'ETAT,53.0,Scientifique,Mathématique Physique,Majengo,NORD-KIVU,inconnu
8771,1994-04-06,F,,DIPLÔME D'ETAT,62.0,Technique,Nutrition,lycée Sainte Ursule,NORD-KIVU,inconnu
8771,1994-04-06,F,,DIPLÔME D'ETAT,62.0,Technique,Nutrition,lycée Sainte Ursule,NORD-KIVU,inconnu
8771,1994-04-06,F,,DIPLÔME D'ETAT,62.0,Technique,Nutrition,lycée Sainte Ursule,NORD-KIVU,inconnu
8771,1994-04-06,F,,DIPLÔME D'ETAT,62.0,Technique,Nutrition,lycée Sainte Ursule,NORD-KIVU,inconnu
8773,1992-01-16,F,,DIPLÔME D'ETAT,56.0,TECHNIQUE,Commerciale Administrative,Lunya,BANDUNDU,inconnu
8773,1992-01-16,F,,DIPLÔME D'ETAT,56.0,TECHNIQUE,Commerciale Administrative,Lunya,BANDUNDU,inconnu
8773,1992-01-16,F,,DIPLÔME D'ETAT,56.0,TECHNIQUE,Commerciale Administrative,Lunya,BANDUNDU,inconnu
8774,1990-04-11,F,,DIPLÔME D'ETAT,59.0,Pédagogique,Pédagogie Générale,Metanoia,NORD-KIVU,inconnu
8774,1990-04-11,F,,DIPLÔME D'ETAT,59.0,Pédagogique,Pédagogie Générale,Metanoia,NORD-KIVU,inconnu
8774,1990-04-11,F,,DIPLÔME D'ETAT,59.0,Pédagogique,Pédagogie Générale,Metanoia,NORD-KIVU,inconnu
8775,1988-07-03,F,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8776,1994-09-29,F,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8776,1994-09-29,F,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8776,1994-09-29,F,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8778,1987-09-25,H,,DIPLÔME D'ETAT,53.0,Pédagogique,Pédagogie Générale,Fazili,SUD-KIVU,inconnu
8781,1992-09-10,H,,DIPLÔME D'ETAT,54.0,Littéraire,Latin philo,IDAP ISP BUNIA,ORIENTALE,inconnu
8781,1992-09-10,H,,DIPLÔME D'ETAT,54.0,Littéraire,Latin philo,IDAP ISP BUNIA,ORIENTALE,inconnu
8781,1992-09-10,H,,DIPLÔME D'ETAT,54.0,Littéraire,Latin philo,IDAP ISP BUNIA,ORIENTALE,inconnu
8782,1989-04-17,H,,DIPLÔME D'ETAT,52.0,Technique,Electricité Générale,ITI Mahamba,NORD-KIVU,inconnu
8782,1989-04-17,H,,DIPLÔME D'ETAT,52.0,Technique,Electricité Générale,ITI Mahamba,NORD-KIVU,inconnu
8782,1989-04-17,H,,DIPLÔME D'ETAT,52.0,Technique,Electricité Générale,ITI Mahamba,NORD-KIVU,inconnu
8782,1989-04-17,H,,DIPLÔME D'ETAT,52.0,Technique,Electricité Générale,ITI Mahamba,NORD-KIVU,inconnu
8783,1111-11-11,F,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8784,1986-03-11,H,,DIPLÔME D'ETAT,0.0,H,INCONNU,,NORD-KIVU,inconnu
8784,1986-03-11,H,,DIPLÔME D'ETAT,0.0,H,INCONNU,,NORD-KIVU,inconnu
8785,1111-11-11,H,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8785,1111-11-11,H,,DIPLÔME D'ETAT,0.0,INCONNU,INCONNU,,NORD-KIVU,inconnu
8786,1992-10-19,F,,DIPLÔME D'ETAT,56.0,Littéraire,Latin Philo,Mwanga,NORD-KIVU,inconnu
8786,1992-10-19,F,,DIPLÔME D'ETAT,56.0,Littéraire,Latin Philo,Mwanga,NORD-KIVU,inconnu
8786,1992-10-19,F,,DIPLÔME D'ETAT,56.0,Littéraire,Latin Philo,Mwanga,NORD-KIVU,inconnu
8789,1990-08-08,H,,DIPLÔME D'ETAT,62.0,Pédagogique,Pédagogie Générale,Chemchem,MANIEMA,inconnu
8789,1990-08-08,H,,DIPLÔME D'ETAT,62.0,Pédagogique,Pédagogie Générale,Chemchem,MANIEMA,inconnu
8790,1983-11-25,H,,DIPLÔME D'ETAT,50.0,Scientifique,Mathématique physiqe,,NORD-KIVU,inconnu
8790,1983-11-25,H,,DIPLÔME D'ETAT,50.0,Scientifique,Mathématique physiqe,,NORD-KIVU,inconnu
8790,1983-11-25,H,,DIPLÔME D'ETAT,50.0,Scientifique,Mathématique physiqe,,NORD-KIVU,inconnu
8792,1971-03-01,H,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Ntoto,NORD-KIVU,inconnu
8794,1988-10-10,H,,DIPLÔME D'ETAT,0.0,inc,inc,,NORD-KIVU,inconnu
8795,1111-11-11,H,,DIPLÔME D'ETAT,0.0,inc,inc,,NORD-KIVU,inconnu
8796,1111-11-11,F,,DIPLÔME D'ETAT,0.0,inc,inc,,NORD-KIVU,inconnu
8797,1111-11-11,H,,DIPLÔME D'ETAT,0.0,inc,inc,,NORD-KIVU,inconnu
8799,1980-04-08,F,,DIPLÔME D'ETAT,62.0,Scientifique,Mathématique Physique,Mgr Kataliko,NORD-KIVU,inconnu
8799,1980-04-08,F,,DIPLÔME D'ETAT,62.0,Scientifique,Mathématique Physique,Mgr Kataliko,NORD-KIVU,inconnu
8799,1980-04-08,F,,DIPLÔME D'ETAT,62.0,Scientifique,Mathématique Physique,Mgr Kataliko,NORD-KIVU,inconnu
8800,1991-05-29,F,,DIPLÔME D'ETAT,58.0,Pédagogique,Pédagogie Générale,Mugunga,NORD-KIVU,inconnu
8801,1111-11-11,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8802,1992-02-09,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8802,1992-02-09,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8802,1992-02-09,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8805,1985-09-13,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8805,1985-09-13,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8805,1985-09-13,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8809,1992-12-13,F,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie Générale,Mont Sinai,NORD-KIVU,privé
8809,1992-12-13,F,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie Générale,Mont Sinai,NORD-KIVU,privé
8810,1988-06-17,H,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Bukibanyana,SUD-KIVU,inconnu
8810,1988-06-17,H,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Bukibanyana,SUD-KIVU,inconnu
8810,1988-06-17,H,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Bukibanyana,SUD-KIVU,inconnu
8811,1111-11-11,F,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8812,1994-08-28,F,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Autodidacte,NORD-KIVU,inconnu
8812,1994-08-28,F,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Autodidacte,NORD-KIVU,inconnu
8812,1994-08-28,F,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Autodidacte,NORD-KIVU,inconnu
8813,1987-06-02,F,,DIPLÔME D'ETAT,50.0,Pédagogique,Pédagogie Générale,Beni,NORD-KIVU,inconnu
8815,1111-11-11,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8817,1991-02-24,H,,DIPLÔME D'ETAT,54.0,Pédagogique,Pédagogie Générale,Rwaraga,NORD-KIVU,inconnu
8818,1991-06-25,H,,DIPLÔME D'ETAT,51.0,Technique,Commerciale Administrative,Ibanda,SUD-KIVU,inconnu
8818,1991-06-25,H,,DIPLÔME D'ETAT,51.0,Technique,Commerciale Administrative,Ibanda,SUD-KIVU,inconnu
8819,1111-11-11,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8822,1991-05-03,H,,DIPLÔME D'ETAT,50.0,Technique,Sociale,Mikeno nc,NORD-KIVU,inconnu
8822,1991-05-03,H,,DIPLÔME D'ETAT,50.0,Technique,Sociale,Mikeno nc,NORD-KIVU,inconnu
8822,1991-05-03,H,,DIPLÔME D'ETAT,50.0,Technique,Sociale,Mikeno nc,NORD-KIVU,inconnu
8823,1992-01-15,H,,DIPLÔME D'ETAT,60.0,Pédagogique,Pédagogie générale,Kisimba,NORD-KIVU,inconnu
8823,1992-01-15,H,,DIPLÔME D'ETAT,60.0,Pédagogique,Pédagogie générale,Kisimba,NORD-KIVU,inconnu
8823,1992-01-15,H,,DIPLÔME D'ETAT,60.0,Pédagogique,Pédagogie générale,Kisimba,NORD-KIVU,inconnu
8825,1992-07-16,F,,DIPLÔME D'ETAT,59.0,Littéraire,Latin philo,CS OKAPI,KINSHASA,inconnu
8826,1988-04-20,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8826,1988-04-20,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8826,1988-04-20,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8827,1991-08-28,F,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie Générale,,NORD-KIVU,inconnu
8827,1991-08-28,F,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie Générale,,NORD-KIVU,inconnu
8827,1991-08-28,F,,DIPLÔME D'ETAT,57.0,Pédagogique,Pédagogie Générale,,NORD-KIVU,inconnu
8829,1983-12-21,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8829,1983-12-21,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8829,1983-12-21,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8829,1983-12-21,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8830,1993-08-22,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8830,1993-08-22,H,,DIPLÔME D'ETAT,0.0,I,I,,NORD-KIVU,inconnu
8832,1988-11-12,F,,DIPLÔME D'ETAT,0.0,Technique,Sociale,Lycée Kigonze,ORIENTALE,inconnu
8832,1988-11-12,F,,DIPLÔME D'ETAT,0.0,Technique,Sociale,Lycée Kigonze,ORIENTALE,inconnu
8835,1111-11-11,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8836,1979-01-01,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8836,1979-01-01,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8837,1111-11-11,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8837,1111-11-11,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8837,1111-11-11,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8840,1989-02-27,H,,DIPLÔME D'ETAT,58.0,Technique,Commerciale Administrative,Mavuno,NORD-KIVU,inconnu
8841,1993-01-22,F,,DIPLÔME D'ETAT,60.0,Littéraire,Latin Philo,Mwanga,NORD-KIVU,inconnu
8841,1993-01-22,F,,DIPLÔME D'ETAT,60.0,Littéraire,Latin Philo,Mwanga,NORD-KIVU,inconnu
8841,1993-01-22,F,,DIPLÔME D'ETAT,60.0,Littéraire,Latin Philo,Mwanga,NORD-KIVU,inconnu
8841,1993-01-22,F,,DIPLÔME D'ETAT,60.0,Littéraire,Latin Philo,Mwanga,NORD-KIVU,inconnu
8843,1989-11-29,F,,DIPLÔME D'ETAT,63.0,Pédagogique,Pédagogie Générale,CEAGO,NORD-KIVU,inconnu
8846,1990-11-11,F,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie générale,Kipushi,KATANGA,inconnu
8846,1990-11-11,F,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie générale,Kipushi,KATANGA,inconnu
8846,1990-11-11,F,,DIPLÔME D'ETAT,51.0,Pédagogique,Pédagogie générale,Kipushi,KATANGA,inconnu
8847,1982-12-14,F,,DIPLÔME D'ETAT,51.0,Technique,Sociale,Mikeno,NORD-KIVU,inconnu
8847,1982-12-14,F,,DIPLÔME D'ETAT,51.0,Technique,Sociale,Mikeno,NORD-KIVU,inconnu
8847,1982-12-14,F,,DIPLÔME D'ETAT,51.0,Technique,Sociale,Mikeno,NORD-KIVU,inconnu
8849,1993-03-18,H,,DIPLÔME D'ETAT,51.0,Technique,Commerciale Administrative,ESPOIR1,SUD-KIVU,inconnu
8849,1993-03-18,H,,DIPLÔME D'ETAT,51.0,Technique,Commerciale Administrative,ESPOIR1,SUD-KIVU,inconnu
8849,1993-03-18,H,,DIPLÔME D'ETAT,51.0,Technique,Commerciale Administrative,ESPOIR1,SUD-KIVU,inconnu
8850,1111-11-11,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8852,1111-11-11,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8854,1981-10-01,H,,DIPLÔME D'ETAT,52.0,Pédagogique,Pédagogie générale,kyambogho,NORD-KIVU,inconnu
8854,1981-10-01,H,,DIPLÔME D'ETAT,52.0,Pédagogique,Pédagogie générale,kyambogho,NORD-KIVU,inconnu
8854,1981-10-01,H,,DIPLÔME D'ETAT,52.0,Pédagogique,Pédagogie générale,kyambogho,NORD-KIVU,inconnu
8855,1111-11-11,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8855,1111-11-11,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8855,1111-11-11,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8856,1992-04-14,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8857,1111-11-11,H,,DIPLÔME D'ETAT,0.0,1,1,,NORD-KIVU,inconnu
8859,1994-01-16,H,,DIPLÔME D'ETAT,61.0,Pédagogique,Pédagogie Générale,Totoro,NORD-KIVU,inconnu
8859,1994-01-16,H,,DIPLÔME D'ETAT,61.0,Pédagogique,Pédagogie Générale,Totoro,NORD-KIVU,inconnu
8859,1994-01-16,H,,DIPLÔME D'ETAT,61.0,Pédagogique,Pédagogie Générale,Totoro,NORD-KIVU,inconnu
8861,1993-03-24,H,,DIPLÔME D'ETAT,50.0,Technique,Commerciale Administrative,Mont Sinai,NORD-KIVU,inconnu
8863,1991-04-04,H,,DIPLÔME D'ETAT,52.0,Technique,Mécanique générale,Kyeshero,NORD-KIVU,inconnu
8863,1991-04-04,H,,DIPLÔME D'ETAT,52.0,Technique,Mécanique générale,Kyeshero,NORD-KIVU,inconnu
8863,1991-04-04,H,,DIPLÔME D'ETAT,52.0,Technique,Mécanique générale,Kyeshero,NORD-KIVU,inconnu
8864,1995-07-26,F,,DIPLÔME D'ETAT,55.0,Pédagogique,Pédagogie Générale,FARAJA,NORD-KIVU,inconnu
