,Unnamed: 0,DIPLOMSECTION,DIPLOMOPTION,SCHOOL,SCHOOLSTATUS,SCHOOL_CORRECT,SCHOOL_RIGHT,OPTION
41,41,TECHNIQUE,sociale,groupe scol. ndbc de byumba,inconnu,groupe scol. ndbc de byumba,groupe scol. ndbc de byumba,sociale
42,42,LITTERAIRE,latin philo,institut mwanga,inconnu,mwanga,mwanga,latin philo
43,43,Technique,sociale,mikeno isl,inconnu,mikeno isl,mikeno isl,sociale
44,44,PEDAGOGIEQUE,peda generale,inst minova,inconnu,minova,milima,pedagogie
45,45,PEDAGOGIEQUE,peda generale,inst bukinanyana,inconnu,bukinanyana,bukinanyana,pedagogie
46,46,PEDAGOGIEQUE,peda generale,inst ufamandu,inconnu,ufamandu,ufamandu,pedagogie
47,47,PEDAGOGIEQUE,peda generale,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
48,48,LITTERAIRE,latinphilo,institut mwanga,inconnu,mwanga,mwanga,latin philo
49,49,PEDAGOGIEQUE,pËda generale,inst bora,inconnu,bora,moria,pedagogie
50,50,LITTERAIRE,latin philo,inst maendeleo,inconnu,maendeleo,maendeleo,latin philo
51,51,SC,mp,majengo,inconnu,majengo,majengo,math-physique
52,52,PEDAGOGIEQUE,peda generale,inst kashofu,inconnu,kashofu,kashofu,pedagogie
53,53,SCIENTIFIQUE,bio chimie,lycee mwandu,inconnu,mwandu,lycee mwandu,bio-chimie
54,54,SCIENTIFIQUE,math physique,inst majengo,inconnu,majengo,majengo,math-physique
55,55,PEDAGOGIEQUE,peda generale,inst faraja,inconnu,faraja,faraja,pedagogie
56,56,SCIENTIFIQUE,bio chimie,institut mwanga,inconnu,mwanga,mwanga,bio-chimie
57,57,SCIENTIFIQUE,math physique,college saint paul,inconnu,saint paul,saint paul,math-physique
58,58,SCIENTIFIQUE,math physique,edap/isp,inconnu,edap/isp,edap/isp,math-physique
59,59,PEDAGOGIEQUE,peda generale,inst lwanga,inconnu,lwanga,inst lwanga,pedagogie
60,60,PEDAGOGIEQUE,peda generale,institut buturande,inconnu,buturande,bulera,pedagogie
61,61,TECHNIQUE,sociale,inst mont goma,inconnu,mont goma,ngoma,sociale
62,62,SCIENTIFIQUE,bio chimie,inst mwanga,inconnu,mwanga,mwanga,bio-chimie
63,63,SCIENTIFIQUE,bio chimie,inst isidore bakanja,inconnu,isidore bakanja,bakadja,bio-chimie
64,64,TECHNIQUE,commerciale et adm,"inst mikeno n,c,",inconnu,"mikeno n,c,",mikeno nc,commmerciale et adm
65,65,TECHNIQUE,mecanique generale,itig,inconnu,itig,itig,mec gene
66,66,PEDAGOGIEQUE,peda generale,inst ibanda,inconnu,ibanda,ibanda,pedagogie
67,67,PEDAGOGIEQUE,peda generale,auto,inconnu,auto,auto,pedagogie
68,68,SC,bc,i de bkv,inconnu,de bkv,i de bkv,bio-chimie
69,69,PEDAGOGIEQUE,pg,i malkia wambingu,inconnu,malkia wambingu,malikia wa bingu,pedagogie
70,70,PEDAGOGIEQUE,peda generale,inst lukanga,inconnu,lukanga,lukanga,pedagogie
71,71,SCIENTIFIQUE,bio chimie,inst isidore bakanja,inconnu,isidore bakanja,bakadja,bio-chimie
72,72,SCIENTIFIQUE,bio chimie,i bakanja,inconnu,bakanja,bakadja,bio-chimie
73,73,SCIENTIFIQUE,bio chimie,mwanga,inconnu,mwanga,mwanga,bio-chimie
74,74,SC,bc,gscc/kigali,inconnu,gscc/kigali,gs kigali,bio-chimie
75,75,PEDAGOGIEQUE,peda generale,i hodari,inconnu,hodari,hodari,pedagogie
76,76,LITTERAIRE,latin philo,institut metanoia,inconnu,metanoia,metanoia,latin philo
77,77,PEDAGOGIEQUE,peda generale,institut fadhili,inconnu,fadhili,fadhili,pedagogie
78,78,PED,pg,i maendeleo,inconnu,maendeleo,maendeleo,pedagogie
79,79,PEDAGOGIEQUE,pg,i karambi,inconnu,karambi,kalimba,pedagogie
80,80,TECHN,electri,itig,inconnu,itig,itig,elec
81,81,TECH  INDUST,mec gen,itig,inconnu,itig,itig,mec gene
82,82,PED,pg,inst faraja,inconnu,faraja,faraja,pedagogie
83,83,TEC,ca,bakanja,inconnu,bakanja,bakadja,commmerciale et adm
84,84,TEC,ca,rutoboko,inconnu,rutoboko,rutoboko,commmerciale et adm
85,85,PED,pg,mabula,inconnu,mabula,mabula,pedagogie
86,86,PED,pg,amani,inconnu,amani,amani,pedagogie
87,87,PED,pg,ndahura,inconnu,ndahura,ndahura,pedagogie
88,88,TECH,comm informatique,cs mama yetu,inconnu,mama yetu,mama yetu,commerciale informatique
89,89,PED,pg,ibanda,inconnu,ibanda,ibanda,pedagogie
90,90,PED,pg,humule,inconnu,humule,humule,pedagogie
91,91,ELE,ele indudtrielle,avenir,inconnu,avenir,avenir,elec indust
92,92,PED,pg,inst bashu,inconnu,bashu,bashu,pedagogie
93,93,PED,pg,kitsimba,inconnu,kitsimba,kalimba,pedagogie
94,94,TEC,sociale,kavaghendi,inconnu,kavaghendi,kashenda,sociale
95,95,PED,pg,aretina saka,inconnu,aretina saka,bukinanyana,pedagogie
96,96,TECHN,ca,i ibanda,inconnu,ibanda,ibanda,commmerciale et adm
97,97,TEC,nutrition,bulumbi,inconnu,bulumbi,bulumbi,nutr
98,98,TECH,sociale,mikeno off,inconnu,mikeno off,mikeno isl,sociale
99,99,TEC,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
100,100,PED,pg,sainte famille,inconnu,sainte famille,sainte famille,pedagogie
101,101,LIT,lp,himbi,inconnu,himbi,himbi,latin philo
102,102,TECHNIQUE,commerciale et administrative,inst mwanga,inconnu,mwanga,mwanga,commmerciale et adm
103,103,TECHNIQUE,commerciale et adm,inst metanoia,inconnu,metanoia,metanoia,commmerciale et adm
104,104,TECHN,ca,i jikaze,inconnu,jikaze,jikaze,commmerciale et adm
105,105,techc,ca,inst mwanga,inconnu,mwanga,mwanga,commmerciale et adm
106,106,PED,pg,i kashofu,inconnu,kashofu,kashofu,pedagogie
107,107,TECHNIQUE,com et adm,edap/isp,inconnu,edap/isp,edap/isp,commmerciale et adm
108,108,TECH,ca,i faraja,inconnu,faraja,faraja,commmerciale et adm
109,109,SC,mp,i majengo,inconnu,majengo,majengo,math-physique
110,110,TECHN,ca,i rutoboko,inconnu,rutoboko,rutoboko,commmerciale et adm
111,111,TECHN,ca,i mikeno/off,inconnu,mikeno/off,mikeno nc,commmerciale et adm
112,112,LITTERAIRE,latin philo,institut kashali,inconnu,kashali,kashali,latin philo
113,113,TECHNIQUE,commerciale et admi,inst metanoia,inconnu,metanoia,metanoia,commmerciale et adm
114,114,PEDAGOGIEQUE,peda generale,i isidore bakanja,inconnu,isidore bakanja,bakadja,pedagogie
115,115,TECHNIQUE,commerciale et adm,inst mgr kataliko,inconnu,mgr kataliko,mgr kataliko,commmerciale et adm
116,116,PEDAGOGIEQUE,pg,lycee anuarite,inconnu,anuarite,anuarite,pedagogie
117,117,TECHNIQUE,comm et adm,inst himbi,inconnu,himbi,himbi,commmerciale et adm
118,118,SCIENTIFIQUE,biochimie,lycee amani,inconnu,amani,amani,bio-chimie
119,119,TECHNIQUE,comm et adm,institut de goma,inconnu,de goma,de goma,commmerciale et adm
120,120,SC,mp,college saint paul,inconnu,saint paul,saint paul,math-physique
121,121,TECHNIQUE,sociale,inst nyabushongo,inconnu,nyabushongo,nyabushongo,sociale
122,122,PED,pg,i moria,inconnu,moria,moria,pedagogie
123,123,SC,mp,i majengo,inconnu,majengo,majengo,math-physique
124,124,TECHN,comm et adm,i kisimba,inconnu,kisimba,kalimba,commmerciale et adm
125,125,TECHNIQUE,sociale,inst tumaini,inconnu,tumaini,muhini,sociale
126,126,litt,lp,lycee mwandu,inconnu,mwandu,lycee mwandu,latin philo
127,127,TECHNIQUE,commerciale,lycee chemchem,inconnu,chemchem,chemchem,commmerciale et adm
128,128,PEDAGOGIEQUE,peda generale,institut metanoia,inconnu,metanoia,metanoia,pedagogie
129,129,PEDAGOGIEQUE,peda generale,i kiluku,inconnu,kiluku,kalungu,pedagogie
130,130,PEDAGOGIEQUE,peda generale,inst kasika,inconnu,kasika,kasika,pedagogie
131,131,PEDAGOGIEQUE,pg,i ndahura,inconnu,ndahura,ndahura,pedagogie
132,132,PEDAGOGIEQUE,pg,l katana,inconnu,l katana,katana,pedagogie
133,133,PEDAGOGIEQUE,peda generale,i mont goma,inconnu,mont goma,ngoma,pedagogie
134,134,TECHNIQUE,ca,inst metanoia,inconnu,metanoia,metanoia,commmerciale et adm
135,135,PED,pg,i isidore bakanja,inconnu,isidore bakanja,bakadja,pedagogie
136,136,TEC,ca,instigo,inconnu,instigo,de goma,commmerciale et adm
137,137,TECHNIQUE,sociale,lycee cherchem,inconnu,cherchem,chemchem,sociale
138,138,PEDAGOGIEQUE,pg,i furaha,inconnu,furaha,mukaba,pedagogie
139,139,TEC,ca,kimbilio,inconnu,kimbilio,kimbilio,commmerciale et adm
140,140,TECHN,ca,i metanoia,inconnu,metanoia,metanoia,commmerciale et adm
141,141,TECHN,comm et adm,inst st joseph,inconnu,st joseph,st joseph,commmerciale et adm
142,142,SCIENTIFIQUE,math physique,inst d'ibanda,inconnu,d'ibanda,ibanda,math-physique
143,143,TECH,ca,inst st joseph,inconnu,st joseph,st joseph,commmerciale et adm
144,144,SC,bc,l amani,inconnu,l amani,amani,bio-chimie
145,145,SCIENTIFIQUE,bio chimie,lycee amani,inconnu,amani,amani,bio-chimie
146,146,TECHN,ca,i bakanja,inconnu,bakanja,bakadja,commmerciale et adm
147,147,SC,bc,lycee amani,inconnu,amani,amani,bio-chimie
148,148,PEDAGOGIEQUE,peda generale,i visoke,inconnu,visoke,visoke,pedagogie
149,149,SCIENTIFIQUE,math physique,inst majengo,inconnu,majengo,majengo,math-physique
150,150,TECHNIQUE,commerciale et adm,inst lukunga,inconnu,lukunga,lukanga,commmerciale et adm
151,151,PEDAGOGIEQUE,peda gen,i moria,inconnu,moria,moria,pedagogie
152,152,PEDAGOGIEQUE,peda gen,inst de goma,inconnu,de goma,de goma,pedagogie
153,153,PED,pg,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
154,154,LITTERAIRE,latin philo,i metanoia,inconnu,metanoia,metanoia,latin philo
155,155,SCIENTIFIQUE,bio chimie,lycee amani,inconnu,amani,amani,bio-chimie
156,156,PEDAGOGIEQUE,pg,i karambi,inconnu,karambi,kalimba,pedagogie
157,157,TECHNIQUE,comm et adm,institut metanoia,inconnu,metanoia,metanoia,commmerciale et adm
158,158,TECHNIQUE,commerc et adm,inst metanoia,inconnu,metanoia,metanoia,commmerciale et adm
159,159,TECHNIQUE,commerciale et admin,i metanoia,inconnu,metanoia,metanoia,commmerciale et adm
160,160,TECHN,ca,i bungulu,inconnu,bungulu,uhuru,commmerciale et adm
161,161,TECHN,ca,i zanner,inconnu,zanner,zanner,commmerciale et adm
162,162,PEDAGOGIEQUE,peda generale,inst ishungu,inconnu,ishungu,kishanga,pedagogie
163,163,TECHN,ca,inst maranatha,inconnu,maranatha,maranatha,commmerciale et adm
164,164,SC,mp,faraja,inconnu,faraja,faraja,math-physique
165,165,PEDAGOGIEQUE,pg,i isidore bakanje,inconnu,isidore bakanje,bakadja,pedagogie
166,166,PEDAGOGIEQUE,pg,i msawato,inconnu,msawato,mawato,pedagogie
167,167,SCIENTIFIQUE,bc,i metanoia,inconnu,metanoia,metanoia,bio-chimie
168,168,TECHN,ca,cs mama yetu,inconnu,mama yetu,mama yetu,commmerciale et adm
169,169,SCIENTIFIQUE,b,lycee amani,inconnu,amani,amani,batiment
170,170,TECHNI,sociale,inst bakanja,inconnu,bakanja,bakadja,sociale
171,171,LITTERAIRE,latin philo,institut mwanga,inconnu,mwanga,mwanga,latin philo
172,172,PEDAGOGIEQUE,peda generale,inst tumaini,inconnu,tumaini,muhini,pedagogie
173,173,TECH,ca,i mwanga,inconnu,mwanga,mwanga,commmerciale et adm
174,174,TECHN,coupe couture,lycee wima,inconnu,wima,wima,coupe couture
175,175,PEDAGOGIEQUE,pg,inst buturande,inconnu,buturande,bulera,pedagogie
176,176,LITT,lp,i metanoia,inconnu,metanoia,metanoia,latin philo
177,177,PEDAGOGIEQUE,peda generale,inst imani/panzi,inconnu,imani/panzi,imani panzi,pedagogie
178,178,NUTRITION,inconnu,lycee chemchem,inconnu,chemchem,chemchem,inconnu
179,179,PED,pg,i shirikisho,inconnu,shirikisho,kirikiri,pedagogie
180,180,SCIENTIFIQUE,math physique,inst de katwa,inconnu,de katwa,inst de katwa,math-physique
181,181,PEDAGOGIEQUE,peda generale,institut kalimba,inconnu,kalimba,kalimba,pedagogie
182,182,SCIENTIFIQUE,math physique,college alfajiri,inconnu,alfajiri,alfajiri,math-physique
183,183,SC,bc,i lwanga,inconnu,lwanga,i lwanga,bio-chimie
184,184,TEC,sociale,mikeno islamique,inconnu,mikeno islamique,mikeno islamique,sociale
185,185,PEDAGOGIEQUE,peda generale,inst bakanja,inconnu,bakanja,bakadja,pedagogie
186,186,PEDAGOGIEQUE,peda generale,institut msawato,inconnu,msawato,mawato,pedagogie
187,187,LITT,latin philo,i himbi,inconnu,himbi,himbi,latin philo
188,188,PEDAGOGIEQUE,pg,autodidacte,inconnu,autodidacte,autodidacte,pedagogie
189,189,PEDAGOGIEQUE,peda generale,inst ujasiri,inconnu,ujasiri,ujasiri,pedagogie
190,190,PED,pg,inst saint andre,inconnu,saint andre,saint andre,pedagogie
191,191,LITT,lp,i de l'enano,inconnu,de l'enano,de l'unite,latin philo
192,192,TECH,ca,inst zanner,inconnu,zanner,zanner,commmerciale et adm
193,193,SCIENTIFIQUE,bio chimie,i rwabika,inconnu,rwabika,rwabika,bio-chimie
194,194,PEDAGOGIEQUE,peda generale,institut maendeleo,inconnu,maendeleo,maendeleo,pedagogie
195,195,MECANIQUE,machines outils,itfm,inconnu,itfm,itfm/bukavu,machine outil
196,196,SCIENTIFIQUE,mp,college alfajiri,inconnu,alfajiri,alfajiri,math-physique
197,197,SCIENTIFIQUE,mp,i majengo,inconnu,majengo,majengo,math-physique
198,198,TECHN,electricite,itig,inconnu,itig,itig,elec
199,199,MECANIQUE,meca machines outils,itfm,inconnu,itfm,itfm/bukavu,mecanique machines outils
200,200,SCIENTIFIQUE,bio chimie,institut  metanoia,inconnu,metanoia,metanoia,bio-chimie
201,201,SCIENTIFIQUE,mp,i majengo,inconnu,majengo,majengo,math-physique
202,202,MECANIQUE,inconnu,utfm,inconnu,utfm,utfm,inconnu
203,203,techni,mecanique,itfm/bkv,inconnu,itfm/bkv,itfm/bukavu,mec gene
204,204,sc,bc,college saint paul,inconnu,saint paul,saint paul,bio-chimie
205,205,TECHNIQUE,comm et adm,inst metanoia,inconnu,metanoia,metanoia,commmerciale et adm
206,206,TECHNI INDUST,mecanique gen,itig,inconnu,itig,itig,mec gene
207,207,PEDAGOGIEQUE,pdagogie generale,i namurhera,inconnu,namurhera,namurera,pedagogie
208,208,MECANIQUE,machine outil,itfm/bkv,inconnu,itfm/bkv,itfm/bukavu,machine outil
209,209,TECHN,ca,i metanoia,inconnu,metanoia,metanoia,commmerciale et adm
210,210,LITT,latin philio,i mwanga,inconnu,mwanga,mwanga,latin philo
211,211,TECHNIQUE,coupe couture,lycee kimbilio,inconnu,kimbilio,kimbilio,coupe couture
212,212,TECHN,ca,i jikaze,inconnu,jikaze,jikaze,commmerciale et adm
213,213,PEDAGOGIEQUE,pg,lycee pain de vie,inconnu,pain de vie,pain de vie,pedagogie
214,214,PED,pg,institut kasika,inconnu,kasika,kasika,pedagogie
215,215,PED,pg,inst faraja,inconnu,faraja,faraja,pedagogie
216,216,PED,pg,i kasika,inconnu,kasika,kasika,pedagogie
217,217,PED,pg,lycee katana,inconnu,katana,katana,pedagogie
218,218,TECHNI,sociale,inst mikeno,inconnu,mikeno,mikeno nc,sociale
219,219,PEDAGOGIEQUE,pg,inst nyabushongo,inconnu,nyabushongo,nyabushongo,pedagogie
220,220,PEDAGOGIEQUE,pg,inst musawato,inconnu,musawato,mawato,pedagogie
221,221,TECHN,mecanique,itig,inconnu,itig,itig,mec gene
222,222,SC,bc,inst de goma,inconnu,de goma,de goma,bio-chimie
223,223,PEDAGOGIEQUE,pg,inst ujasiri,inconnu,ujasiri,ujasiri,pedagogie
224,224,SCIENTIFIQUE,bc,ins mwanga,inconnu,ins mwanga,mwanga,bio-chimie
225,225,Littéraire,latin philo,kambali,inconnu,kambali,kambali,latin philo
226,226,LITT,latin philo,inst mwanga,inconnu,mwanga,mwanga,latin philo
227,227,TECH,ca,inst maranatha,inconnu,maranatha,maranatha,commmerciale et adm
228,228,PEDAGOGIEQUE,peda generale,i enano,inconnu,enano,enano,pedagogie
229,229,SCIENTIFIQUE,math physique,inst majengo,inconnu,majengo,majengo,math-physique
230,230,TEC,ca,mikeno,inconnu,mikeno,mikeno nc,commmerciale et adm
231,231,SC,mp,bungulu,inconnu,bungulu,uhuru,math-physique
232,232,TEC,ca,masisi2,inconnu,masisi2,masisi,commmerciale et adm
233,233,TEC,ca,zanner,inconnu,zanner,zanner,commmerciale et adm
234,234,PED,pg,nidunga,inconnu,nidunga,nidunga,pedagogie
235,235,PED,pg,visoke,inconnu,visoke,visoke,pedagogie
236,236,PED,pg,l mapema,inconnu,l mapema,l mapema,pedagogie
237,237,LIT,lp,maendeleo,inconnu,maendeleo,maendeleo,latin philo
238,238,TEC,ca,mikeno isl,inconnu,mikeno isl,mikeno isl,commmerciale et adm
239,239,PEG,pg,lukanga,inconnu,lukanga,lukanga,pedagogie
240,240,PED,pg,l anuarite,inconnu,l anuarite,anuarite,pedagogie
241,241,TEC,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
242,242,PED,pg,cs yesu ni jibu,inconnu,yesu ni jibu,tumaini letu,pedagogie
243,243,PED,pg,inst nengapeta,inconnu,nengapeta,nengapeta,pedagogie
244,244,SC,bc,nikisi,inconnu,nikisi,nikisi,bio-chimie
245,245,LIT,lp,mwanga,inconnu,mwanga,mwanga,latin philo
246,246,TEC,ca,himbi,inconnu,himbi,himbi,commmerciale et adm
247,247,TEC,ca,mikeno isl,inconnu,mikeno isl,mikeno isl,commmerciale et adm
248,248,SC,bc,bakanja,inconnu,bakanja,bakadja,bio-chimie
249,249,TEC,ca,lycee kimbilio,inconnu,kimbilio,kimbilio,commmerciale et adm
250,250,SC,ph,alfajiri,inconnu,alfajiri,alfajiri,pedagogie
251,251,TEC,ca,tuungane,inconnu,tuungane,tuungane,commmerciale et adm
252,252,TEC,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
253,253,TEC,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
254,254,PED,pg,mont goma,inconnu,mont goma,ngoma,pedagogie
255,255,TEC,ca,mgr kataliko,inconnu,mgr kataliko,mgr kataliko,commmerciale et adm
256,256,PED,pg,epsk/fomulac,inconnu,epsk/fomulac,epsk/fomulac,pedagogie
257,257,TEC,ca,ibanda,inconnu,ibanda,ibanda,commmerciale et adm
258,258,TEC,ca,ibanda,inconnu,ibanda,ibanda,commmerciale et adm
259,259,SC,bc,inst ste famille,inconnu,ste famille,sainte famille,bio-chimie
260,260,SC,bc,alfajiri,inconnu,alfajiri,alfajiri,bio-chimie
261,261,ELECT,ele indudtrielle,itfm,inconnu,itfm,itfm/bukavu,elec indust
262,262,ELEC,electricite indust,itfm,inconnu,itfm,itfm/bukavu,elec indust
263,263,SC,bc,metanoia,inconnu,metanoia,metanoia,bio-chimie
264,264,SC,bc,l amani,inconnu,l amani,amani,bio-chimie
265,265,TECHN,comm informatique,malkia wa mbingu,inconnu,malkia wa mbingu,malikia wa bingu,commerciale informatique
266,266,TEC,electric,itig,inconnu,itig,itig,elec
267,267,TECH,electric,itig,inconnu,itig,itig,elec
268,268,MEC,macanique machines ou,iti gombe,inconnu,iti gombe,iti gombe,mecanique machines outils
269,269,SC,bc,metanoia,inconnu,metanoia,metanoia,bio-chimie
270,270,SC,bc,majengo,inconnu,majengo,majengo,bio-chimie
271,271,SC,mp,vungi,inconnu,vungi,vungi,math-physique
272,272,ELECTRICITE,elec generale,itfm,inconnu,itfm,itfm/bukavu,elec
273,273,TEC,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
274,274,TECH,ca,inst isidore bakandja,inconnu,isidore bakandja,bakadja,commmerciale et adm
275,275,TEC,ca,l kimbilio,inconnu,l kimbilio,kimbilio,commmerciale et adm
276,276,TECH,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
277,277,TECH,ca,inst isidore bakanja,inconnu,isidore bakanja,bakadja,commmerciale et adm
278,278,SC,bc,bakanja,inconnu,bakanja,bakadja,bio-chimie
279,279,TEC,ca,bakanja,inconnu,bakanja,bakadja,commmerciale et adm
280,280,PED,pg,metanoia,inconnu,metanoia,metanoia,pedagogie
281,281,SC,mp,frere ilolo,inconnu,frere ilolo,frere alimba,math-physique
282,282,TEC,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
283,283,PED,pg,bangu,inconnu,bangu,kalungu,pedagogie
284,284,TECH,ca,cs espoir,inconnu,espoir,espoir1,commmerciale et adm
285,285,PED,pg,mazinge,inconnu,mazinge,kalungu,pedagogie
286,286,SC,bc,nyamilima,inconnu,nyamilima,milima,bio-chimie
287,287,TECH,ca,inst mama yetu,inconnu,mama yetu,mama yetu,commmerciale et adm
288,288,TEC,com informatique,malkia wa mbingu,inconnu,malkia wa mbingu,malikia wa bingu,commerciale informatique
289,289,TECH COMMERC INFO,inconnu,malkia wa mbingu,inconnu,malkia wa mbingu,malikia wa bingu,inconnu
290,290,TEC,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
291,291,TECH,sociale,inst action kusaidia,inconnu,action kusaidia,action kusaidiya,sociale
292,292,TEC,ca,zanner,inconnu,zanner,zanner,commmerciale et adm
293,293,SC,bc,maranatha,inconnu,maranatha,maranatha,bio-chimie
294,294,LIT,lp,mwanga,inconnu,mwanga,mwanga,latin philo
295,295,PED,pg,maendeleo,inconnu,maendeleo,maendeleo,pedagogie
296,296,TECH,ca,saint joseph,inconnu,saint joseph,st joseph,commmerciale et adm
297,297,TEC,ca,majengo,inconnu,majengo,majengo,commmerciale et adm
298,298,TEC,ca,saint joseph,inconnu,saint joseph,st joseph,commmerciale et adm
299,299,PED,pg,l mapendo,inconnu,l mapendo,l mapendo,pedagogie
300,300,TEC,ca,st joseph,inconnu,st joseph,st joseph,commmerciale et adm
301,301,TECH,ca,inst saint joseph,inconnu,saint joseph,st joseph,commmerciale et adm
302,302,PED,pg,bakanja,inconnu,bakanja,bakadja,pedagogie
303,303,TEC,sociale,mikeno isl,inconnu,mikeno isl,mikeno isl,sociale
304,304,PED,pg,l mapema,inconnu,l mapema,l mapema,pedagogie
305,305,PED,pg,mapema,inconnu,mapema,mapema,pedagogie
306,306,SC,mp,faraja,inconnu,faraja,faraja,math-physique
307,307,LIT,lp,mwanga,inconnu,mwanga,mwanga,latin philo
308,308,TEC,sociale,mwanga,inconnu,mwanga,mwanga,sociale
309,309,MECANIQUE,machines out,itfm,inconnu,itfm,itfm/bukavu,machine outil
310,310,SC,bc,mama yetu,inconnu,mama yetu,mama yetu,bio-chimie
311,311,PED,pg,monvu,inconnu,monvu,moria,pedagogie
312,312,PED,pg,bambu,inconnu,bambu,bambu,pedagogie
313,313,SC,bc,cs etoile,inconnu,etoile,etoile,bio-chimie
314,314,MECANIQUE,mecanique generale,kyeshero,inconnu,kyeshero,kyeshero,mec gene
315,315,TEC,electr indus,itig,inconnu,itig,itig,elec indust
316,316,SC,mp,instigo,inconnu,instigo,de goma,math-physique
317,317,ELE,ele generale,mahamba,inconnu,mahamba,mahamba,elec
318,318,MEC,mec generale,itig,inconnu,itig,itig,mec gene
319,319,LITT,lp,metanoia,inconnu,metanoia,metanoia,latin philo
320,320,SC,mp,majengo,inconnu,majengo,majengo,math-physique
321,321,MEC,mec gener,adventiste/bunia,inconnu,adventiste/bunia,adventiste/bunia,mec gene
322,322,TECH,ca,inst lisalisi,inconnu,lisalisi,lisalisi,commmerciale et adm
323,323,SC,mp,alfajiri,inconnu,alfajiri,alfajiri,math-physique
324,324,TECH,sociale,mama yetu,inconnu,mama yetu,mama yetu,sociale
325,325,TCH,ca,mama yetu,inconnu,mama yetu,mama yetu,commmerciale et adm
326,326,TEC,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
327,327,TEC,ca,maranatha,inconnu,maranatha,maranatha,commmerciale et adm
328,328,SC,bc,l amani,inconnu,l amani,amani,bio-chimie
329,329,SC,bc,notre dame du congo,inconnu,notre dame du congo,notre dame olame,bio-chimie
330,330,TEC,ca,zanner,inconnu,zanner,zanner,commmerciale et adm
331,331,TEC,ca,meta,inconnu,meta,metanoia,commmerciale et adm
332,332,TEC,nutrition,l chemchem,inconnu,l chemchem,chemchem,nutr
333,333,TEC,ca,bungulu,inconnu,bungulu,uhuru,commmerciale et adm
334,334,TECH,ca,himbi,inconnu,himbi,himbi,commmerciale et adm
335,335,PED,pg,la sagesse,inconnu,la sagesse,lasagesse,pedagogie
336,336,PED,pg,lycee anuarite,inconnu,anuarite,anuarite,pedagogie
337,337,LIT,lp,metanoia,inconnu,metanoia,metanoia,latin philo
338,338,TECH,ca,inst isidore bakandja,inconnu,isidore bakandja,bakadja,commmerciale et adm
339,339,TEC,ca,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
340,340,TEC,comm informatique,lycee kimbilio,inconnu,kimbilio,kimbilio,commerciale informatique
341,341,TEC,com informatique,l kimbilio,inconnu,l kimbilio,kimbilio,commerciale informatique
342,342,TECH,ca,metanoia,inconnu,metanoia,metanoia,commmerciale et adm
343,343,tech,ca,tuungane,inconnu,tuungane,tuungane,commmerciale et adm
344,344,TECH,ca,inst faraja,inconnu,faraja,faraja,commmerciale et adm
345,345,TEC,ca,faraja,inconnu,faraja,faraja,commmerciale et adm
346,346,SC,bc,kyeshero,inconnu,kyeshero,kyeshero,bio-chimie
347,347,TEC,ca,faraja,inconnu,faraja,faraja,commmerciale et adm
348,348,TEC CA,ca,mwanga,inconnu,mwanga,mwanga,commmerciale et adm
