,IDENTIFICATION,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,BIRTHDAY,GENDER,DIPLOMPERCENTAGE,AGE
1984,8394,privé,action kusaidiya,commmerciale et adm,FD,SUD-KIVU,1990-10-06,F,59.0,26
1985,9175,privé,action kusaidiya,sociale,FSDC,SUD-KIVU,1995-11-24,F,55.0,21
1986,9478,privé,action kusaidiya,pedagogie,FPSE,SUD-KIVU,1994-06-02,H,54.0,23
1987,10309,privé,action kusaidiya,sociale,FSTA,SUD-KIVU,1994-07-13,H,52.0,22
1988,10821,privé,action kusaidiya,sociale,FD,SUD-KIVU,1990-01-03,H,51.0,27
1989,11761,privé,action kusaidiya,latin philo,FD,SUD-KIVU,1993-10-13,H,58.0,23
1990,4408,publique,notre dame olame,bio-chimie,FSEG,KINSHASA,1991-11-29,H,51.0,25
1991,7765,publique,notre dame olame,relations publiques,FSEG,KINSHASA,1992-05-03,F,61.0,25
1992,7804,publique,notre dame olame,sociale,FD,SUD-KIVU,1991-04-23,H,51.0,26
1993,8714,publique,notre dame olame,sociale,FD,SUD-KIVU,1992-12-12,H,52.0,24
1994,9637,publique,notre dame olame,sociale,FSEG,SUD-KIVU,1993-01-23,H,64.0,24
1995,11419,publique,notre dame olame,sociale,FPSE,SUD-KIVU,1995-06-26,H,55.0,22
1996,12027,catholique,notre dame olame,sociale,FD,NORD-KIVU,1996-07-10,H,52.0,20
1997,4772,catholique,nyakasaza,pedagogie,FSDC,NORD-KIVU,1990-08-17,H,55.0,26
1998,7873,catholique,nyakasaza,commmerciale et adm,FSDC,ORIENTALE,1989-10-10,F,50.0,27
1999,10705,catholique,nyakasaza,pedagogie,FM,SUD-KIVU,1995-04-23,H,52.0,22
2000,10714,catholique,nyakasaza,commmerciale et adm,FSEG,SUD-KIVU,1993-05-05,F,57.0,24
2001,10774,catholique,nyakasaza,pedagogie,FSEG,SUD-KIVU,1992-04-16,H,52.0,25
2002,12092,catholique,nyakasaza,commmerciale et adm,FSEG,NORD-KIVU,1989-04-09,F,51.0,28
2003,12169,publique,nyakasaza,commmerciale et adm,FSEG,SUD-KIVU,1994-05-01,F,62.0,23
2004,10763,catholique,bobokoli,latin philo,FSEG,KINSHASA,1996-08-28,F,51.0,20
2005,12168,catholique,bobokoli,sociale,FD,KINSHASA,1995-09-28,F,57.0,21
2006,4246,publique,nengapeta,pedagogie,FSTA,SUD-KIVU,1987-03-15,H,51.0,30
2007,4510,publique,nengapeta,pedagogie,FPSE,SUD-KIVU,1988-08-05,H,52.0,28
2008,12219,publique,nengapeta,pedagogie,FD,MANIEMA,1990-01-01,H,55.0,27
2009,7084,privé,veronique,bio-chimie,FSEG,SUD-KIVU,1992-08-20,H,69.0,24
2010,11346,privé,veronique,pedagogie,FPSE,NORD-KIVU,1992-01-18,H,56.0,25
2011,11625,privé,veronique,pedagogie,FD,NORD-KIVU,1995-03-15,H,55.0,22
2012,5010,protestant,kigonza,sociale,FSDC,ORIENTALE,1990-09-26,F,51.0,26
2013,6443,protestant,kigonza,sociale,FSDC,NORD-KIVU,1991-04-27,F,54.0,26
2014,8747,protestant,kigonza,sociale,FSDC,NORD-KIVU,1984-07-05,F,55.0,33
2015,8832,protestant,kigonza,sociale,FSEG,ORIENTALE,1988-11-12,F,56.8765221107,28
2016,9444,protestant,kigonza,pedagogie,FSTA,SUD-KIVU,1994-04-24,H,56.0,23
2017,9572,protestant,kigonza,pedagogie,FSDC,ORIENTALE,1986-03-15,F,57.0,31
2018,10521,protestant,kigonza,sociale,FD,ORIENTALE,1995-10-23,F,51.0,21
2019,10533,protestant,kigonza,pedagogie,FSDC,ORIENTALE,1993-07-28,H,53.0,23
2020,10586,protestant,kigonza,pedagogie,FSDC,ORIENTALE,1993-07-28,F,53.0,23
2021,11683,protestant,kigonza,sociale,FD,KINSHASA,1995-08-26,F,52.0,21
2022,11766,publique,kigonza,sociale,FSDC,ORIENTALE,1997-12-08,F,62.0,19
2023,12230,protestant,kigonza,nutr,FT,NORD-KIVU,1992-08-28,F,51.0,24
2024,7411,privé,azma,pedagogie,FSDC,SUD-KIVU,1987-01-01,F,62.0,30
2025,9746,privé,azma,pedagogie,FD,NORD-KIVU,1989-10-06,H,53.0,27
2026,11622,privé,azma,pedagogie,FD,SUD-KIVU,1996-08-22,F,57.0,20
2027,12248,privé,azma,pedagogie,FD,SUD-KIVU,1991-07-09,H,50.0,26
2028,2221,publique,nyabushongo,pedagogie,FD,NORD-KIVU,1987-04-23,F,52.0,30
2029,3755,publique,nyabushongo,sociale,FSEG,NORD-KIVU,1985-12-15,H,50.0,31
2030,4167,publique,nyabushongo,pedagogie,FSEG,NORD-KIVU,1989-07-31,F,53.0,27
2031,4513,publique,nyabushongo,sociale,FSEG,NORD-KIVU,1991-06-30,H,74.0,26
2032,4629,publique,nyabushongo,pedagogie,FSDC,NORD-KIVU,1988-12-31,F,53.0,28
2033,4885,publique,nyabushongo,sociale,FSEG,NORD-KIVU,1992-08-21,H,53.0,24
2034,5721,publique,nyabushongo,sociale,FD,NORD-KIVU,1992-04-16,H,51.0,25
2035,6433,publique,nyabushongo,pedagogie,FSDC,NORD-KIVU,1990-09-19,H,50.0,26
2036,8324,publique,nyabushongo,sociale,FSEG,NORD-KIVU,1993-03-13,H,54.0,24
2037,9000,publique,nyabushongo,pedagogie,FSDC,NORD-KIVU,1995-08-01,F,51.0,21
2038,9114,publique,nyabushongo,sociale,FD,NORD-KIVU,1991-10-30,H,64.0,25
2039,9293,publique,nyabushongo,pedagogie,FD,NORD-KIVU,1992-04-03,H,51.0,25
2040,9354,publique,nyabushongo,pedagogie,FD,NORD-KIVU,1993-04-02,H,52.0,24
2041,9454,publique,nyabushongo,pedagogie,FSEG,NORD-KIVU,1991-01-19,H,62.0,26
2042,10034,publique,nyabushongo,sociale,FSDC,NORD-KIVU,1996-01-16,H,50.0,21
2043,10608,publique,nyabushongo,sociale,FD,NORD-KIVU,1993-06-06,H,61.0,24
2044,10611,publique,nyabushongo,pedagogie,FSEG,NORD-KIVU,1995-11-30,H,63.0,21
2045,10697,publique,nyabushongo,sociale,FM,NORD-KIVU,1995-01-05,H,54.0,22
2046,11405,publique,nyabushongo,sociale,FSTA,NORD-KIVU,1995-08-04,F,57.0,21
2047,11413,publique,nyabushongo,pedagogie,FSDC,NORD-KIVU,1996-09-17,F,62.0,20
2048,11476,publique,nyabushongo,sociale,FD,NORD-KIVU,1995-08-17,F,51.0,21
2049,11663,publique,nyabushongo,sociale,FSTA,NORD-KIVU,1998-07-12,H,55.0,18
2050,11827,publique,nyabushongo,pedagogie,FSTA,NORD-KIVU,1996-10-03,F,51.0,20
2051,12073,publique,nyabushongo,pedagogie,FD,NORD-KIVU,1996-11-13,F,55.0,20
2052,9083,protestant,technique mapendano,commmerciale et adm,FSEG,ORIENTALE,1995-04-11,F,51.0,22
2053,11985,protestant,technique mapendano,agrecole,FSTA,SUD-KIVU,1993-09-01,H,52.0,23
2054,5719,publique,uenezaji,pedagogie,FD,NORD-KIVU,1985-11-27,H,55.0,31
2055,8290,publique,uenezaji,sociale,FSDC,NORD-KIVU,1992-06-16,F,52.0,25
2056,8877,publique,uenezaji,batiment,FSTA,NORD-KIVU,1993-08-28,H,54.0,23
2057,8953,publique,uenezaji,construction,FSTA,NORD-KIVU,1992-05-24,H,50.0,25
2058,9154,publique,uenezaji,commmerciale et adm,FSTA,NORD-KIVU,1992-08-08,H,63.0,24
2059,9499,publique,uenezaji,pedagogie,FSTA,NORD-KIVU,1994-07-31,H,50.0,22
2060,9876,publique,uenezaji,construction,FSTA,NORD-KIVU,1994-04-21,F,51.0,23
2061,10138,publique,uenezaji,construction,FSTA,NORD-KIVU,1992-05-15,H,58.0,25
2062,10291,publique,uenezaji,pedagogie,FM,NORD-KIVU,1992-05-12,H,61.0,25
2063,10415,publique,uenezaji,pedagogie,FM,NORD-KIVU,1996-06-14,H,61.0,21
2064,11912,publique,uenezaji,sociale,FSTA,NORD-KIVU,1997-12-18,F,60.0,19
2065,12070,publique,uenezaji,sociale,FM,NORD-KIVU,1998-10-06,F,61.0,18
2066,10515,privé,moyo safi,pedagogie,FD,NORD-KIVU,1996-09-14,H,51.0,20
2067,10856,privé,moyo safi,pedagogie,FD,NORD-KIVU,1993-11-16,H,57.0,23
2068,11888,privé,moyo safi,sociale,FSDC,NORD-KIVU,1992-09-11,F,51.0,24
2069,5205,publique,idap isp bunia,bio-chimie,FSTA,NORD-KIVU,1988-08-06,H,63.0,28
2070,6440,publique,idap isp bunia,sociale,FSDC,ORIENTALE,1988-11-20,F,58.0,28
2071,7543,publique,idap isp bunia,sociale,FSTA,ORIENTALE,1992-04-04,H,72.0,25
2072,7697,publique,idap isp bunia,bio-chimie,FSTA,ORIENTALE,1993-08-02,H,62.0,23
2073,8581,publique,idap isp bunia,latin philo,FD,ORIENTALE,1989-05-13,H,66.0,28
2074,8781,publique,idap isp bunia,latin philo,FD,ORIENTALE,1992-09-10,H,54.0,24
2075,10370,publique,idap isp bunia,bio-chimie,FSTA,NORD-KIVU,1991-12-12,H,52.0,25
2076,10530,publique,idap isp bunia,bio-chimie,FSEG,ORIENTALE,1996-09-25,F,59.0,20
2077,10847,publique,idap isp bunia,bio-chimie,FSTA,ORIENTALE,1995-11-11,H,52.0,21
2078,10862,publique,idap isp bunia,bio-chimie,FSTA,ORIENTALE,1993-06-25,H,63.0,24
2079,12162,publique,idap isp bunia,sociale,FSEG,ORIENTALE,1989-11-27,F,58.0,27
2080,12242,privé,idap isp bunia,sociale,FSEG,ORIENTALE,1993-03-25,F,57.0,24
2081,3832,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1986-09-19,F,54.0,30
2082,3835,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1988-06-12,H,53.0,29
2083,4354,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1989-01-12,H,63.0,28
2084,4357,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1988-06-18,H,56.0,29
2085,4359,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1990-04-17,H,70.0,27
2086,4360,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1988-02-05,H,53.0,29
2087,4470,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1992-04-24,F,62.0,25
2088,4474,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1989-12-15,H,70.0,27
2089,5672,catholique,st joseph,pedagogie,FSDC,NORD-KIVU,1992-06-16,F,55.0,25
2090,6432,catholique,st joseph,pedagogie,FSDC,NORD-KIVU,1990-05-19,F,55.0,27
2091,6574,catholique,st joseph,bio-chimie,FSEG,inconnu,1988-12-02,H,56.8765221107,28
2092,6679,catholique,st joseph,pedagogie,FSEG,NORD-KIVU,1989-07-17,H,67.0,27
2093,6897,catholique,st joseph,pedagogie,FSDC,NORD-KIVU,1991-04-06,F,53.0,26
2094,7114,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1993-01-13,H,63.0,24
2095,7115,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1992-05-05,F,55.0,25
2096,7767,catholique,st joseph,pedagogie,FD,NORD-KIVU,1992-03-22,F,62.0,25
2097,8154,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1992-05-16,F,52.0,25
2098,8236,catholique,st joseph,latin philo,FSDC,KINSHASA,1988-04-14,H,52.0,29
2099,8715,catholique,st joseph,latin philo,FD,ORIENTALE,1986-08-28,H,50.0,30
2100,8974,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1994-04-20,H,51.0,23
2101,9145,catholique,st joseph,commmerciale et adm,FD,NORD-KIVU,1990-05-27,F,55.0,27
2102,9343,catholique,st joseph,pedagogie,FD,NORD-KIVU,1994-10-20,F,63.0,22
2103,9393,catholique,st joseph,commerciale informatique,FSEG,NORD-KIVU,1994-05-06,F,54.0,23
2104,9654,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1992-04-11,H,56.0,25
2105,9875,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1996-11-12,F,56.8765221107,20
2106,9966,catholique,st joseph,commerciale informatique,FSEG,NORD-KIVU,1995-01-31,F,54.0,22
2107,10042,catholique,st joseph,pedagogie,FSDC,NORD-KIVU,1994-05-25,H,59.0,23
2108,10090,catholique,st joseph,commerciale informatique,FM,NORD-KIVU,1994-10-04,F,53.0,22
2109,10115,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1996-09-20,F,56.0,20
2110,10181,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1993-05-15,F,54.0,24
2111,10214,catholique,st joseph,commerciale informatique,FSEG,NORD-KIVU,1994-07-20,H,66.0,22
2112,10227,catholique,st joseph,pedagogie,FSEG,NORD-KIVU,1996-12-17,F,54.0,20
2113,10265,catholique,st joseph,pedagogie,FSEG,NORD-KIVU,1994-05-27,F,62.0,23
2114,10312,catholique,st joseph,commerciale informatique,FSEG,NORD-KIVU,1996-10-15,H,56.0,20
2115,10394,catholique,st joseph,pedagogie,FSTA,NORD-KIVU,1995-10-01,H,67.0,21
2116,10418,catholique,st joseph,commerciale informatique,FSEG,NORD-KIVU,1995-01-27,H,71.0,22
2117,10558,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1996-08-16,F,53.0,20
2118,10759,catholique,st joseph,commerciale informatique,FD,NORD-KIVU,1996-05-11,H,54.0,21
2119,10768,catholique,st joseph,commmerciale et adm,FSEG,NORD-KIVU,1995-04-07,H,55.0,22
2120,11509,catholique,st joseph,commmerciale et adm,FSTA,NORD-KIVU,1997-05-17,H,61.0,20
2121,11510,catholique,st joseph,commerciale informatique,FSEG,NORD-KIVU,1997-11-09,H,58.0,19
2122,11966,catholique,st joseph,commerciale informatique,FM,NORD-KIVU,1996-06-03,H,55.0,21
2123,12117,catholique,st joseph,commmerciale et adm,FSTA,NORD-KIVU,1997-11-07,H,62.0,19
2124,12196,catholique,st joseph,pedagogie,FD,NORD-KIVU,1993-10-03,H,57.0,23
2125,2269,catholique,mont caemel,pedagogie,FSDC,KINSHASA,1984-11-28,H,55.0,32
2126,4466,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1989-03-07,H,66.0,28
2127,4625,catholique,mont caemel,sociale,FD,NORD-KIVU,1991-08-08,F,61.0,25
2128,4668,catholique,mont caemel,sociale,FD,NORD-KIVU,1990-12-04,H,68.0,26
2129,4704,catholique,mont caemel,pedagogie,FD,NORD-KIVU,1987-01-25,H,66.0,30
2130,5110,catholique,mont caemel,sociale,FSDC,NORD-KIVU,1988-02-14,F,52.0,29
2131,5649,catholique,mont caemel,pedagogie,FSTA,NORD-KIVU,1992-03-11,F,63.0,25
2132,5692,catholique,mont caemel,pedagogie,FSEG,NORD-KIVU,1991-03-25,F,59.0,26
2133,6389,catholique,mont caemel,pedagogie,FSEG,NORD-KIVU,1989-12-13,F,61.0,27
2134,6390,catholique,mont caemel,pedagogie,FD,NORD-KIVU,1991-01-12,F,64.0,26
2135,6421,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1992-12-17,F,63.0,24
2136,6436,catholique,mont caemel,sociale,FSDC,NORD-KIVU,1989-05-04,F,54.0,28
2137,7031,catholique,mont caemel,pedagogie,FPSE,NORD-KIVU,1992-06-08,F,57.0,25
2138,7064,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1992-04-27,H,56.0,25
2139,7103,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1993-06-26,H,59.0,24
2140,7116,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1989-10-15,H,59.0,27
2141,7240,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1992-07-24,H,66.0,24
2142,7296,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1991-12-12,F,57.0,25
2143,7406,catholique,mont caemel,pedagogie,FSDC,NORD-KIVU,1990-08-30,H,50.0,26
2144,7484,catholique,mont caemel,pedagogie,FPSE,NORD-KIVU,1991-12-23,H,58.0,25
2145,7668,catholique,mont caemel,sociale,FSTA,NORD-KIVU,1992-01-04,H,67.0,25
2146,7737,catholique,mont caemel,pedagogie,FD,NORD-KIVU,1990-07-09,H,64.0,27
2147,8203,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1994-07-23,F,63.0,22
2148,8263,catholique,mont caemel,sociale,FD,NORD-KIVU,1994-05-10,H,59.0,23
2149,8276,catholique,mont caemel,sociale,FSTA,NORD-KIVU,1994-06-30,F,68.0,23
2150,8318,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1991-08-22,H,59.0,25
2151,8353,catholique,mont caemel,pedagogie,FPSE,NORD-KIVU,1991-11-11,H,77.0,25
2152,8374,catholique,mont caemel,sociale,FSDC,NORD-KIVU,1990-04-05,H,55.0,27
2153,8389,catholique,mont caemel,pedagogie,FSEG,NORD-KIVU,1993-11-28,F,63.0,23
2154,8438,catholique,mont caemel,sociale,FD,NORD-KIVU,1992-02-07,H,60.0,25
2155,8472,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1991-12-14,H,63.0,25
2156,8509,catholique,mont caemel,sociale,FD,NORD-KIVU,1994-04-24,F,62.0,23
2157,8598,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1989-10-28,H,68.0,27
2158,8679,catholique,mont caemel,pedagogie,FD,NORD-KIVU,1993-05-05,F,59.0,24
2159,8743,catholique,mont caemel,math-physique,FSTA,KINSHASA,1982-06-07,H,62.0,35
2160,8891,catholique,mont caemel,pedagogie,FD,NORD-KIVU,1993-08-26,H,59.0,23
2161,9006,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1993-02-03,H,68.0,24
2162,9007,catholique,mont caemel,sociale,FSTA,NORD-KIVU,1996-04-28,H,65.0,21
2163,9152,catholique,mont caemel,sociale,FSTA,NORD-KIVU,1995-09-26,H,72.0,21
2164,9169,catholique,mont caemel,pedagogie,FPSE,NORD-KIVU,1994-02-03,F,63.0,23
2165,9198,catholique,mont caemel,pedagogie,FD,NORD-KIVU,1985-05-05,H,50.0,32
2166,9326,catholique,mont caemel,pedagogie,FSTA,NORD-KIVU,1993-11-10,F,60.0,23
2167,9437,catholique,mont caemel,pedagogie,FSEG,NORD-KIVU,1995-03-12,H,63.0,22
2168,9440,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1996-04-13,H,63.0,21
2169,9457,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1994-05-25,F,61.0,23
2170,9464,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1995-02-05,F,62.0,22
2171,9531,catholique,mont caemel,pedagogie,FSEG,NORD-KIVU,1994-10-30,H,64.0,22
2172,9553,catholique,mont caemel,sociale,FPSE,NORD-KIVU,1993-03-31,H,53.0,24
2173,9902,catholique,mont caemel,sociale,FPSE,NORD-KIVU,1995-12-27,F,55.0,21
2174,9956,catholique,mont caemel,sociale,FPSE,NORD-KIVU,1994-10-18,F,50.0,22
2175,10062,catholique,mont caemel,sociale,FM,NORD-KIVU,1996-10-09,F,66.0,20
2176,10196,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1996-05-28,F,59.0,21
2177,10261,catholique,mont caemel,commmerciale et adm,FSTA,NORD-KIVU,1996-05-04,H,69.0,21
2178,10326,catholique,mont caemel,sociale,FSDC,NORD-KIVU,1994-10-24,F,59.0,22
2179,10443,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1996-12-22,H,61.0,20
2180,10446,catholique,mont caemel,pedagogie,FPSE,NORD-KIVU,1992-12-25,H,58.0,24
2181,10493,catholique,mont caemel,sociale,FD,NORD-KIVU,1994-08-18,H,53.0,22
2182,10514,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1995-03-23,F,59.0,22
2183,10537,catholique,mont caemel,sociale,FM,NORD-KIVU,1997-07-16,F,67.0,19
2184,10594,catholique,mont caemel,pedagogie,FD,NORD-KIVU,1993-05-19,F,62.0,24
2185,10597,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1995-12-02,F,57.0,21
2186,10689,catholique,mont caemel,pedagogie,FSTA,NORD-KIVU,1997-02-13,H,60.0,20
2187,10766,catholique,mont caemel,pedagogie,FSEG,NORD-KIVU,1995-05-30,H,50.0,22
2188,10767,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1997-05-21,H,60.0,20
2189,10798,catholique,mont caemel,sociale,FSDC,NORD-KIVU,1994-02-15,F,52.0,23
2190,11465,catholique,mont caemel,pedagogie,FSEG,NORD-KIVU,1996-08-28,F,67.0,20
2191,11619,catholique,mont caemel,sociale,FD,NORD-KIVU,1994-09-15,H,52.0,22
2192,11700,catholique,mont caemel,pedagogie,FSEG,NORD-KIVU,1996-08-16,F,58.0,20
2193,11740,catholique,mont caemel,sociale,FSTA,NORD-KIVU,1997-11-30,H,51.0,19
2194,11860,catholique,mont caemel,pedagogie,FSTA,NORD-KIVU,1998-10-05,H,76.0,18
2195,11883,catholique,mont caemel,sociale,FSEG,NORD-KIVU,1998-02-28,F,51.0,19
2196,12178,catholique,mont caemel,sociale,FD,NORD-KIVU,1996-02-01,F,53.0,21
2197,12245,catholique,mont caemel,sociale,FSTA,NORD-KIVU,1997-10-11,H,51.0,19
2198,10065,privé,bandashe,pedagogie,FSEG,NORD-KIVU,1994-07-21,F,56.0,22
2199,10182,privé,bandashe,sociale,FSDC,NORD-KIVU,1993-03-23,H,53.0,24
2200,10184,privé,bandashe,pedagogie,FD,NORD-KIVU,1996-06-20,H,53.0,21
2201,11870,privé,bandashe,sociale,FD,NORD-KIVU,1997-03-15,F,52.0,20
2202,3653,protestant,bulumbi,nutr,FT,NORD-KIVU,1987-12-09,H,57.0,29
2203,6884,protestant,bulumbi,pedagogie,FT,NORD-KIVU,1989-01-28,H,55.0,28
2204,8678,protestant,bulumbi,pedagogie,FSDC,NORD-KIVU,1991-08-27,F,60.0,25
2205,12187,protestant,bulumbi,nutr,FM,NORD-KIVU,1993-12-30,F,55.0,23
2206,8312,protestant,matendo,pedagogie,FSDC,SUD-KIVU,1992-12-14,F,63.0,24
2207,8975,protestant,matendo,bio-chimie,FSTA,NORD-KIVU,1994-04-10,H,53.0,23
2208,9001,protestant,matendo,pedagogie,FSDC,NORD-KIVU,1993-09-09,F,50.0,23
2209,9011,protestant,matendo,pedagogie,FSDC,NORD-KIVU,1993-12-31,F,50.0,23
2210,9019,protestant,matendo,pedagogie,FSEG,NORD-KIVU,1991-04-04,H,56.0,26
2211,9027,protestant,matendo,bio-chimie,FSDC,NORD-KIVU,1995-09-15,F,51.0,21
2212,9050,protestant,matendo,pedagogie,FSDC,NORD-KIVU,1993-06-30,F,51.0,24
2213,9122,protestant,matendo,pedagogie,FD,NORD-KIVU,1993-06-19,F,50.0,24
2214,9173,protestant,matendo,pedagogie,FSDC,NORD-KIVU,1991-04-24,H,52.0,26
2215,9204,protestant,matendo,bio-chimie,FSEG,NORD-KIVU,1995-11-25,H,51.0,21
2216,9205,protestant,matendo,bio-chimie,FSTA,NORD-KIVU,1994-04-24,H,53.0,23
2217,9510,protestant,matendo,bio-chimie,FD,NORD-KIVU,1994-08-07,H,51.0,22
2218,10027,protestant,matendo,pedagogie,FSEG,NORD-KIVU,1994-08-12,H,55.0,22
2219,10187,protestant,matendo,pedagogie,FM,NORD-KIVU,1995-01-17,H,57.0,22
2220,10353,protestant,matendo,pedagogie,FSEG,NORD-KIVU,1994-06-23,F,53.0,23
2221,10688,protestant,matendo,sociale,FSEG,SUD-KIVU,1994-03-07,H,52.0,23
2222,11333,protestant,matendo,bio-chimie,FM,NORD-KIVU,1996-01-25,H,58.0,21
2223,11570,protestant,matendo,bio-chimie,FM,NORD-KIVU,1998-10-01,F,52.0,18
2224,11579,protestant,matendo,pedagogie,FSDC,NORD-KIVU,1996-08-17,F,64.0,20
2225,11707,protestant,matendo,pedagogie,FD,NORD-KIVU,1994-09-25,H,62.0,22
2226,11819,protestant,matendo,pedagogie,FD,NORD-KIVU,1996-01-03,F,57.0,21
2227,11867,protestant,matendo,bio-chimie,FSTA,NORD-KIVU,1996-01-29,H,52.0,21
2228,12035,protestant,matendo,pedagogie,FD,NORD-KIVU,1994-07-02,H,65.0,23
2229,12068,protestant,matendo,pedagogie,FSEG,NORD-KIVU,1997-05-25,H,58.0,20
2230,12106,protestant,matendo,bio-chimie,FSDC,NORD-KIVU,1996-11-15,F,55.0,20
2231,12249,privé,matendo,pedagogie,FD,SUD-KIVU,1992-02-28,H,52.0,25
2232,4365,catholique,mapema,pedagogie,FSEG,NORD-KIVU,1990-01-05,F,57.0,27
2233,6978,catholique,mapema,pedagogie,FSDC,NORD-KIVU,1983-04-28,F,50.0,34
2234,8945,catholique,mapema,sociale,FSTA,NORD-KIVU,1995-08-25,H,66.0,21
2235,11775,catholique,mapema,sociale,FSTA,NORD-KIVU,1997-07-15,F,51.0,19
2236,8896,publique,de kingasani ii,bio-chimie,FSDC,KINSHASA,1993-05-07,F,60.0,24
2237,11852,publique,de kingasani ii,pedagogie,FD,ORIENTALE,1989-12-03,H,64.0,27
2238,3334,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1987-03-28,H,57.0,30
2239,3588,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1991-02-28,H,54.0,26
2240,3590,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1988-02-09,F,55.0,29
2241,3633,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1990-05-25,F,55.0,27
2242,3727,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1989-02-12,H,53.0,28
2243,3812,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1990-09-07,F,56.0,26
2244,3850,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1989-05-27,H,60.0,28
2245,3909,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1988-12-03,H,61.0,28
2246,3919,catholique,bakandja,sociale,FSEG,NORD-KIVU,1988-12-02,F,50.0,28
2247,4026,catholique,bakandja,pedagogie,FD,NORD-KIVU,1986-06-16,H,51.0,31
2248,4258,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1990-12-28,H,72.0,26
2249,4316,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1989-11-02,H,58.0,27
2250,4323,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1992-04-06,H,60.0,25
2251,4325,catholique,bakandja,bio-chimie,FSEG,NORD-KIVU,1987-11-28,H,72.0,29
2252,4326,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1990-09-26,H,53.0,26
2253,4362,catholique,bakandja,pedagogie,FSEG,NORD-KIVU,1990-07-15,F,54.0,26
2254,4422,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1989-11-22,H,53.0,27
2255,4463,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1987-08-10,H,52.0,29
2256,4512,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,1990-12-11,H,51.0,26
2257,4533,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1990-04-09,F,53.0,27
2258,4539,catholique,bakandja,bio-chimie,FSTA,NORD-KIVU,1990-12-09,H,50.0,26
2259,4545,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1991-02-05,H,53.0,26
2260,4560,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1990-10-28,H,56.0,26
2261,4567,catholique,bakandja,commmerciale et adm,FSEG,NORD-KIVU,1991-09-01,H,73.0,25
2262,4730,catholique,bakandja,bio-chimie,FSDC,NORD-KIVU,1988-04-20,F,56.0,29
2263,4739,catholique,bakandja,commmerciale et adm,FSDC,NORD-KIVU,1987-10-18,H,56.0,29
