ID,DIPPERC,SCHOOL_RIGHT,OPTION_RIGHT,FAC,CGPA,DistinctionRatio,EchecRatio,Pass1stSessionRatio
8611,64.0,de goma,pedagogie,FSDC,62.1666666667,G,G,G
8613,54.0,de goma,pedagogie,FD,63.2000007629,G,G,G
8713,58.0,de goma,commerciale et administrative,FSEG,51.2999992371,G,A,G
8923,58.0,de goma,bio-chimie,FSTA,57.8999996185,G,G,G
8969,50.0,de goma,math-physique,FSTA,60.4666671753,G,G,G
9044,50.0,de goma,math-physique,FSTA,55.2666676839,G,E,G
9112,51.0,de goma,bio-chimie,FSEG,49.25,G,A,G
9264,57.0,de goma,commerciale et administrative,FSEG,56.4000002543,G,G,G
9276,50.0,de goma,math-physique,FSTA,47.25,G,A,G
9277,51.0,de goma,math-physique,FSTA,47.75,G,A,G
9345,57.0,de goma,pedagogie,FSEG,56.566666921,G,G,G
9398,57.0,de goma,math-physique,FSTA,49.5,G,A,G
9445,52.0,de goma,pedagogie,FSDC,57.200000763,G,E,G
9460,50.0,de goma,commerciale et administrative,FSEG,58.066666921,G,G,G
9494,56.0,de goma,bio-chimie,FSEG,57.9666671753,G,G,E
9577,55.0,de goma,bio-chimie,FSTA,58.8333333333,G,G,E
11285,63.0,de goma,pedagogie,FSEG,55.7999992371,G,G,G
11335,52.0,de goma,commerciale et administrative,FSEG,56.5999984741,G,G,G
11355,61.0,de goma,bio-chimie,FSTA,47.5,G,A,G
11369,72.0,de goma,pedagogie,FSTA,49.5,G,A,G
11397,64.0,de goma,math-physique,FSTA,63.4000015259,G,G,A
11407,57.0,de goma,bio-chimie,FSTA,51.5999984741,G,G,G
11418,51.0,de goma,commerciale et administrative,FSEG,54.2999992371,G,G,G
11560,50.0,de goma,pedagogie,FSTA,47.25,G,A,G
11705,50.0,de goma,pedagogie,FD,47.0,G,A,G
11835,52.0,de goma,commerciale et administrative,FSEG,53.2999992371,G,G,G
11838,50.0,de goma,commerciale et administrative,FSEG,54.7000007629,G,G,G
11879,51.0,de goma,bio-chimie,FSEG,53.4000015259,G,G,G
11996,54.0,de goma,commerciale et administrative,FSEG,55.7000007629,G,G,G
12071,57.0,de goma,bio-chimie,FSTA,57.9000015259,G,G,G
12134,57.0,de goma,bio-chimie,FSTA,59.0,G,G,G
12194,51.0,de goma,commerciale et administrative,FSTA,48.25,G,A,G
12257,58.0,de goma,commerciale et administrative,FSEG,55.5,G,D,D
10150,61.0,matanda,pedagogie,FM,48.75,G,A,G
11550,51.0,matanda,bio-chimie,FM,61.7999992371,G,G,G
3907,50.0,maranatha,commerciale et administrative,FSEG,48.5999984741,G,A,G
4185,52.0,maranatha,commerciale et administrative,FSEG,61.2000007629,G,G,G
4348,61.0,maranatha,bio-chimie,FSEG,68.25,D,G,A
4401,58.0,maranatha,commerciale et administrative,FSTA,52.5499992371,G,A,G
4453,51.0,maranatha,commerciale et administrative,FSEG,59.0999984741,G,G,G
4536,53.0,maranatha,commerciale et administrative,FSEG,64.3000030518,G,G,G
4656,59.0,maranatha,bio-chimie,FD,57.1499996185,G,G,D
4828,61.0,maranatha,pedagogie,FSEG,64.0999984741,G,G,G
4897,53.0,maranatha,pedagogie,FD,59.7000007629,G,G,G
5198,59.0,maranatha,bio-chimie,FSTA,64.6500015259,G,G,G
6661,52.0,maranatha,bio-chimie,FSDC,65.4666646321,G,G,G
6663,51.0,maranatha,bio-chimie,FSDC,61.6666666667,G,G,E
7073,57.0,maranatha,commerciale et administrative,FSEG,63.1666666667,G,G,G
7109,50.0,maranatha,inconnu,FSTA,48.75,G,A,G
7708,62.0,maranatha,commerciale et administrative,FD,69.6749992371,D,G,A
8179,50.0,maranatha,pedagogie,FD,72.0750007629,D,G,A
8273,60.0,maranatha,commerciale et administrative,FD,59.3000005086,G,G,C
8320,58.0,maranatha,commerciale et administrative,FSTA,53.0499992371,G,D,G
8372,53.0,maranatha,bio-chimie,FSDC,64.566666921,G,G,E
8375,58.0,maranatha,commerciale et administrative,FSEG,58.8333346049,G,G,G
8570,67.0,maranatha,mec gene,FSTA,62.5333328247,G,G,G
8608,53.0,maranatha,pedagogie,FPSE,65.8000030518,G,G,G
8934,57.0,maranatha,mec gene,FSTA,58.8333333334,G,G,G
8961,50.0,maranatha,bio-chimie,FSEG,56.566666921,G,G,E
8970,58.0,maranatha,pedagogie,FD,60.9666671753,G,G,G
8971,51.0,maranatha,pedagogie,FSEG,49.25,G,A,G
8985,60.0,maranatha,pedagogie,FD,58.1333325704,G,G,C
9020,56.0,maranatha,pedagogie,FD,63.200000763,G,G,G
9092,52.0,maranatha,pedagogie,FPSE,56.1499996185,G,G,G
9103,53.0,maranatha,bio-chimie,FSTA,59.0999997457,G,G,E
9168,51.0,maranatha,pedagogie,FSDC,57.5333328247,G,G,G
9182,60.0,maranatha,pedagogie,FD,57.0333328247,G,G,G
9214,51.0,maranatha,pedagogie,FPSE,48.25,G,A,G
9571,54.0,maranatha,bio-chimie,FSTA,47.5,G,A,G
9855,50.0,maranatha,pedagogie,FPSE,54.3500003815,G,G,G
9934,51.0,maranatha,commerciale et administrative,FSEG,60.5999984741,G,G,G
9935,53.0,maranatha,commerciale et administrative,FSEG,45.4000015259,G,A,G
10025,66.0,maranatha,bio-chimie,FM,61.1499996185,G,G,A
10041,55.0,maranatha,bio-chimie,FD,57.8500003815,G,G,G
10046,53.0,maranatha,pedagogie,FSDC,60.6000003815,G,G,G
10096,66.0,maranatha,bio-chimie,FM,61.2000007629,G,G,G
10114,51.0,maranatha,bio-chimie,FM,48.75,G,A,G
10292,56.8765221107,maranatha,pedagogie,FM,59.0,G,G,D
10311,66.0,maranatha,bio-chimie,FM,61.6999988556,G,G,A
10364,57.0,maranatha,pedagogie,FSDC,62.3999977111,G,G,G
10416,64.0,maranatha,bio-chimie,FM,66.3000011445,G,G,A
10424,63.0,maranatha,pedagogie,FSTA,48.25,G,A,G
10610,56.0,maranatha,pedagogie,FPSE,46.7000007629,G,A,G
10657,53.0,maranatha,pedagogie,FD,57.5499992371,G,G,G
10741,51.0,maranatha,pedagogie,FD,53.8999996185,G,G,G
10791,58.0,maranatha,pedagogie,FSDC,59.9499988556,G,G,D
10792,53.0,maranatha,mec gene,FSTA,54.9500007629,G,D,G
10888,57.0,maranatha,bio-chimie,FM,55.4499988556,G,D,G
11235,54.0,maranatha,bio-chimie,FM,61.0,G,G,A
11312,67.0,maranatha,bio-chimie,FM,67.0999984741,G,G,A
11337,51.0,maranatha,bio-chimie,FM,49.25,G,A,G
11401,72.0,maranatha,pedagogie,FM,59.5999984741,G,G,G
11581,61.0,maranatha,bio-chimie,FM,61.5,G,G,G
11717,56.0,maranatha,commerciale et administrative,FSTA,49.5,G,A,G
11734,55.0,maranatha,sociale,FSDC,60.7000007629,G,G,G
11790,55.0,maranatha,bio-chimie,FSEG,58.2999992371,G,G,G
11858,50.0,maranatha,mec gene,FSTA,51.0999984741,G,G,G
11864,54.0,maranatha,commerciale et administrative,FSEG,54.9000015259,G,G,G
11897,51.0,maranatha,commerciale et administrative,FM,57.2000007629,G,G,G
11909,56.0,maranatha,pedagogie,FSEG,55.4000015259,G,G,G
11989,60.0,maranatha,bio-chimie,FM,69.5999984741,G,G,A
12054,57.0,maranatha,commerciale et administrative,FSEG,55.7000007629,G,G,G
12098,64.0,maranatha,sociale,FSTA,47.0,G,A,G
12142,50.0,maranatha,sociale,FSDC,57.2000007629,G,G,G
12185,64.0,maranatha,sociale,FSTA,54.7999992371,G,G,G
12246,53.0,maranatha,mec gene,FSTA,56.2999992371,G,G,G
9084,69.0,saint marc,construction,FSTA,62.7333335877,G,G,E
9241,67.0,saint marc,construction,FSTA,54.0249996185,G,D,G
9539,70.0,saint marc,construction,FSTA,62.1666679382,G,G,G
10350,52.0,saint marc,construction,FSTA,53.4000015259,G,A,G
10432,63.0,saint marc,construction,FSTA,48.75,G,A,G
10516,66.0,saint marc,construction,FSTA,57.1000003815,G,G,G
10694,64.0,saint marc,construction,FSTA,47.2999992371,G,A,G
10695,53.0,saint marc,construction,FSTA,56.0,G,G,G
10718,52.0,saint marc,construction,FSTA,53.2999992371,G,G,G
11305,59.0,saint marc,construction,FSTA,57.2000007629,G,G,G
11386,56.0,saint marc,construction,FSTA,52.7000007629,G,G,G
11416,61.0,saint marc,construction,FSTA,54.5,G,G,G
11530,60.0,saint marc,construction,FSTA,53.2000007629,G,G,G
11670,55.0,saint marc,construction,FSTA,54.2000007629,G,G,G
12061,60.0,saint marc,construction,FSTA,54.2000007629,G,G,G
12108,57.0,saint marc,construction,FSTA,47.25,G,A,G
12179,61.0,saint marc,construction,FSTA,60.2000007629,G,G,G
2011,52.0,muhini,pedagogie,FSDC,66.0,G,G,A
3770,56.0,muhini,sociale,FD,62.0999984741,G,G,G
3923,58.0,muhini,pedagogie,FSEG,64.8000030518,G,G,A
4468,52.0,muhini,commerciale et administrative,FSEG,60.5999984741,G,G,G
4781,51.0,muhini,pedagogie,FSDC,58.8999996185,G,D,D
4829,61.0,muhini,commerciale et administrative,FSEG,61.7999992371,G,G,G
4969,63.0,muhini,commerciale et administrative,FD,70.5999984741,A,G,A
6374,54.0,muhini,sociale,FSEG,59.6499996185,G,G,G
7047,51.0,muhini,pedagogie,FT,67.8000030518,G,G,A
7194,52.0,muhini,commerciale et administrative,FSEG,54.4499994914,G,E,G
7203,66.0,muhini,commerciale et administrative,FSEG,62.1249980926,G,C,G
7833,55.0,muhini,sociale,FD,48.25,G,A,G
8235,63.0,muhini,commerciale et administrative,FSEG,57.066666921,G,G,G
8510,63.0,muhini,commerciale informatique,FSEG,57.366666158,G,G,E
8536,51.0,muhini,sociale,FSDC,59.8666674296,G,G,E
8912,58.0,muhini,latin philo,FSDC,55.9666671753,G,E,G
8924,60.0,muhini,commerciale et administrative,FSEG,55.1999994914,G,E,G
8977,61.0,muhini,pedagogie,FD,62.4500007629,G,G,G
9174,63.0,muhini,pedagogie,FSEG,51.2999992371,G,D,G
9211,50.0,muhini,commerciale informatique,FSEG,58.2333335876,G,G,G
9307,55.0,muhini,pedagogie,FSDC,49.0,G,A,G
9435,68.0,muhini,agrecole,FSEG,63.4500007629,G,G,G
9461,68.0,muhini,pedagogie,FSTA,58.433333079,G,G,E
9475,65.0,muhini,pedagogie,FSEG,48.25,G,A,G
9839,53.0,muhini,sociale,FD,58.3999996185,G,G,G
9895,60.0,muhini,commerciale informatique,FD,58.4249992371,G,D,D
9897,50.0,muhini,pedagogie,FD,55.6499996185,G,G,G
9923,53.0,muhini,pedagogie,FD,56.0,G,G,G
9970,50.0,muhini,sociale,FD,54.4000015259,G,G,G
10137,56.0,muhini,pedagogie,FSEG,45.2999992371,G,A,G
10288,52.0,muhini,commerciale et administrative,FSEG,49.75,G,A,G
10404,56.0,muhini,pedagogie,FD,54.75,G,G,G
10412,52.0,muhini,pedagogie,FSTA,49.25,G,A,G
10499,52.0,muhini,commerciale et administrative,FSTA,57.1000003815,G,G,G
10588,50.0,muhini,sociale,FSDC,49.2250003815,G,A,G
10633,52.0,muhini,bio-chimie,FSTA,49.75,G,A,G
10716,52.0,muhini,pedagogie,FD,49.75,G,A,G
10818,52.0,muhini,commerciale et administrative,FSEG,57.8500003815,G,G,G
10848,55.0,muhini,pedagogie,FSDC,61.7999992371,G,G,A
11440,52.0,muhini,pedagogie,FD,47.75,G,A,G
11666,50.0,muhini,commerciale et administrative,FSEG,48.25,G,A,G
11880,54.0,muhini,bio-chimie,FSEG,54.0,G,G,G
11898,52.0,muhini,pedagogie,FPSE,56.2999992371,G,G,A
12026,65.0,muhini,commerciale informatique,FSTA,57.7000007629,G,G,A
12208,51.0,muhini,sociale,FSDC,56.4000015259,G,G,G
12234,53.0,muhini,commerciale informatique,FSEG,56.2000007629,G,G,G
7221,53.0,shaloom,secretariat,FSEG,66.6249990463,F,G,B
11420,64.0,shaloom,sociale,FD,65.1999969482,G,G,A
6332,53.0,ziwa kivu,latin philo,FSDC,60.8333320618,G,E,G
8551,61.0,ziwa kivu,latin philo,FSDC,55.5,G,G,G
8905,61.0,ziwa kivu,agrecole,FD,68.5,D,G,D
10372,50.0,ziwa kivu,math-physique,FSDC,64.9500007629,G,G,D
11481,55.0,ziwa kivu,commerciale et administrative,FSEG,48.4000015259,G,A,G
12093,65.0,ziwa kivu,pedagogie,FSDC,60.5999984741,G,G,G
4024,53.0,mikeno islamique,sociale,FSEG,64.6999969482,G,G,G
4519,54.0,mikeno islamique,commerciale et administrative,FSEG,60.7000007629,G,G,A
8211,59.0,mikeno islamique,sociale,FSEG,55.2333335876,G,G,G
8307,50.0,mikeno islamique,commerciale et administrative,FD,63.7999992371,G,G,A
8368,57.0,mikeno islamique,commerciale et administrative,FSEG,60.1999994914,G,G,E
8517,51.0,mikeno islamique,sociale,FSDC,48.25,G,A,G
8669,56.0,mikeno islamique,commerciale et administrative,FSEG,49.75,G,A,G
8886,56.8765221107,mikeno islamique,sociale,FSEG,59.8333333333,G,G,E
9312,51.0,mikeno islamique,sociale,FSEG,48.75,G,A,G
9507,52.0,mikeno islamique,sociale,FD,47.75,G,A,G
9845,51.0,mikeno islamique,commerciale et administrative,FD,63.4499988556,G,G,D
9850,50.0,mikeno islamique,hotesse d'acceuil,FSDC,62.6000003815,G,G,G
9931,59.0,mikeno islamique,commerciale et administrative,FSEG,58.8999996185,G,G,D
9937,52.0,mikeno islamique,commerciale et administrative,FD,52.4500007629,G,D,G
9977,51.0,mikeno islamique,commerciale et administrative,FSEG,48.25,G,A,G
9993,61.0,mikeno islamique,sociale,FM,52.7000007629,G,A,G
10185,57.0,mikeno islamique,commerciale et administrative,FSEG,58.8999996185,G,G,G
10336,61.0,mikeno islamique,sociale,FSTA,53.0249996185,G,D,G
10337,51.0,mikeno islamique,sociale,FSDC,48.75,G,A,G
10482,54.0,mikeno islamique,sociale,FPSE,47.0,G,A,G
10599,50.0,mikeno islamique,commerciale et administrative,FSEG,53.1000003815,G,D,G
10797,53.0,mikeno islamique,sociale,FSEG,53.8500003815,G,G,G
11738,50.0,mikeno islamique,sociale,FD,49.0,G,A,G
7254,66.0,totoro,pedagogie,FSEG,56.7333335877,G,G,G
7721,63.0,totoro,pedagogie,FSDC,52.3999996185,G,D,G
7779,63.0,totoro,pedagogie,FD,57.0999984741,G,G,G
8604,53.0,totoro,pedagogie,FSEG,57.8333333333,G,G,G
8859,61.0,totoro,pedagogie,FSEG,53.7666676839,G,E,G
9025,52.0,totoro,sociale,FD,54.933333079,G,G,G
9137,56.0,totoro,sociale,FSDC,60.3666661581,G,G,G
9346,52.0,totoro,pedagogie,FT,49.5,G,A,G
9433,57.0,totoro,commerciale et administrative,FSDC,58.4749984741,G,D,G
9505,58.0,totoro,pedagogie,FSEG,53.5750007629,G,D,G
9570,58.0,totoro,sociale,FSEG,57.4999987284,G,G,G
9985,60.0,totoro,pedagogie,FD,59.4000015259,G,G,G
10475,54.0,totoro,latin philo,FD,52.6000003815,G,D,G
10609,55.0,totoro,sociale,FM,56.6000003815,G,D,G
10670,52.0,totoro,pedagogie,FPSE,49.0,G,A,G
10679,52.0,totoro,pedagogie,FPSE,52.7000007629,G,D,G
10794,51.0,totoro,sociale,FSDC,59.5499992371,G,G,G
11303,50.0,totoro,sociale,FSDC,55.0,G,G,G
11720,52.0,totoro,pedagogie,FPSE,56.5,G,G,G
11725,57.0,totoro,sociale,FM,62.0,G,G,G
11988,51.0,totoro,pedagogie,FPSE,57.0,G,G,G
9135,55.0,savana,pedagogie,FSEG,56.7333335877,G,G,G
10884,51.0,savana,latin philo,FD,47.5,G,A,G
11516,56.0,savana,bio-chimie,FD,62.0,G,G,G
7738,52.0,lwanga bobandana,pedagogie,FD,59.5333340963,G,G,G
7755,51.0,lwanga bobandana,pedagogie,FD,47.0,G,A,G
11617,50.0,lwanga bobandana,pedagogie,FD,65.5,G,G,A
11799,54.0,lwanga bobandana,sociale,FSDC,55.5999984741,G,G,G
9076,57.0,virunga,commerciale et administrative,FSEG,49.25,G,A,G
9436,55.0,virunga,pedagogie,FPSE,57.2999992371,G,G,G
11719,50.0,virunga,pedagogie,FPSE,57.7999992371,G,G,G
9048,76.0,bemba gombo,sociale,FSDC,71.7333323161,A,G,E
9215,52.0,bemba gombo,sociale,FSDC,63.3666648865,G,G,G
9922,51.0,bemba gombo,sociale,FSDC,61.0500011444,G,G,D
10301,58.0,bemba gombo,sociale,FD,67.2999992371,G,G,A
10417,57.0,bemba gombo,bio-chimie,FSEG,53.4500007629,G,G,G
10736,51.0,bemba gombo,sociale,FSEG,49.7999992371,G,A,G
11315,60.0,bemba gombo,sociale,FSDC,63.2999992371,G,G,G
11655,61.0,bemba gombo,sociale,FSTA,53.5999984741,G,G,G
11699,50.0,bemba gombo,sociale,FM,58.2999992371,G,G,G
12004,62.0,bemba gombo,sociale,FD,60.0,G,G,A
12146,58.0,bemba gombo,nutr,FM,58.7999992371,G,G,G
5138,59.0,sayuni,pedagogie,FD,61.0999984741,G,G,G
6337,61.0,sayuni,pedagogie,FSTA,61.066666921,G,G,G
6383,57.0,sayuni,pedagogie,FSDC,57.5999984741,G,G,G
7306,51.0,sayuni,pedagogie,FSEG,49.5,G,A,G
7339,54.0,sayuni,pedagogie,FSDC,57.5999984741,G,G,G
8199,52.0,sayuni,sociale,FSDC,61.3999996185,G,G,G
8904,57.0,sayuni,sociale,FSEG,48.2999992371,G,A,G
8918,56.0,sayuni,sociale,FSEG,47.0,G,A,G
8919,65.0,sayuni,pedagogie,FSTA,48.5,G,A,G
9227,58.0,sayuni,sociale,FPSE,58.7999992371,G,G,G
9313,54.0,sayuni,sociale,FD,47.0,G,A,G
9417,50.0,sayuni,pedagogie,FPSE,58.2000007629,G,G,G
9496,59.0,sayuni,pedagogie,FSEG,59.7666664124,G,G,G
10088,52.0,sayuni,pedagogie,FSEG,57.2999992371,G,G,G
10089,53.0,sayuni,pedagogie,FSEG,47.4000015259,G,A,G
10108,57.0,sayuni,sociale,FSTA,47.1749992371,G,A,G
10207,53.0,sayuni,sociale,FM,49.7000007629,G,A,G
10266,51.0,sayuni,pedagogie,FM,54.6999988556,G,D,G
10606,50.0,sayuni,pedagogie,FSEG,48.0,G,A,G
10748,54.0,sayuni,sociale,FD,57.7000007629,G,G,A
11661,54.0,sayuni,sociale,FD,57.0999984741,G,G,A
11714,62.0,sayuni,nutr,FSDC,61.5,G,G,G
12076,55.0,sayuni,sociale,FT,62.7000007629,G,G,G
12165,59.0,sayuni,pedagogie,FSDC,61.5,G,G,A
7834,56.0,kalimabenge,commerciale et administrative,FD,56.0,G,E,G
12224,50.0,kalimabenge,sociale,FD,62.0999984741,G,G,G
4710,50.0,de bagira,pedagogie,FSDC,48.625,G,A,G
5094,56.0,de bagira,pedagogie,FPSE,66.6999969482,G,G,A
12231,60.0,de bagira,pedagogie,FSEG,56.7999992371,G,G,G
3636,62.0,amani,pedagogie,FSEG,61.7000007629,G,G,G
3736,51.0,amani,bio-chimie,FSEG,64.6999969482,G,G,A
3838,52.0,amani,bio-chimie,FSEG,70.1999969482,A,G,A
3849,55.0,amani,bio-chimie,FSEG,63.0,G,G,A
3854,56.0,amani,bio-chimie,FSEG,67.5,G,G,A
3878,52.0,amani,bio-chimie,FSEG,59.2999992371,G,G,A
3918,51.0,amani,batiment,FSEG,55.5,G,G,A
4299,73.0,amani,bio-chimie,FSTA,70.75,D,G,G
4402,59.0,amani,bio-chimie,FSEG,64.3000030518,G,G,G
4923,58.0,amani,bio-chimie,FD,65.2333348592,E,G,E
4932,56.0,amani,bio-chimie,FSDC,68.0249996185,G,G,A
4958,50.0,amani,pedagogie,FSDC,59.9000015259,G,G,A
5240,50.0,amani,bio-chimie,FSEG,67.8000030518,G,G,A
5703,53.0,amani,bio-chimie,FSDC,61.75,G,G,G
5724,70.0,amani,bio-chimie,FSTA,63.0166676839,C,E,G
6386,65.0,amani,bio-chimie,FD,65.1875019074,D,E,D
6543,68.0,amani,bio-chimie,FSTA,62.8000005086,G,G,G
6639,72.0,amani,bio-chimie,FSEG,61.5999984741,G,G,G
6898,67.0,amani,bio-chimie,FSDC,65.8500022889,G,G,G
6911,55.0,amani,bio-chimie,FSDC,62.5,G,G,G
7190,67.0,amani,bio-chimie,FSEG,61.849999237,G,G,A
7212,59.0,amani,bio-chimie,FSEG,61.066666921,G,G,A
7284,63.0,amani,bio-chimie,FSEG,65.1666666667,G,G,C
7436,63.0,amani,bio-chimie,FSDC,65.0,G,G,E
7445,60.0,amani,bio-chimie,FSDC,64.7000020345,G,G,C
7546,66.0,amani,bio-chimie,FSTA,64.9499988556,F,G,D
7620,64.0,amani,bio-chimie,FSTA,63.3999996185,G,G,D
7632,66.0,amani,bio-chimie,FSEG,60.7666664124,G,G,E
7640,71.0,amani,bio-chimie,FSTA,65.9249982834,F,G,D
7662,61.0,amani,bio-chimie,FSTA,56.316666921,G,E,E
7704,54.0,amani,bio-chimie,FSDC,67.9500007629,G,G,A
8228,63.0,amani,bio-chimie,FSDC,66.0333328247,G,G,C
8277,58.0,amani,bio-chimie,FSEG,59.2666664123,G,G,G
8287,50.0,amani,bio-chimie,FSEG,59.5666656494,G,G,G
8333,68.0,amani,bio-chimie,FSTA,56.8249998093,G,G,G
8355,58.0,amani,bio-chimie,FSEG,56.4333343506,G,G,G
8478,63.0,amani,bio-chimie,FSEG,57.0749998093,G,G,F
8479,68.0,amani,bio-chimie,FSEG,59.5333328247,G,G,G
8518,73.0,amani,bio-chimie,FPSE,78.1750011444,A,G,A
8672,66.0,amani,bio-chimie,FSEG,61.9666659037,G,G,C
8737,53.0,amani,bio-chimie,FSEG,62.866666158,G,G,E
8908,69.0,amani,bio-chimie,FSEG,58.8333333334,G,G,E
9486,74.0,amani,bio-chimie,FSTA,64.433333079,E,G,A
9487,74.0,amani,bio-chimie,FSTA,61.3333333333,G,G,C
9870,78.0,amani,bio-chimie,FSTA,57.3250007629,G,D,D
9920,79.0,amani,bio-chimie,FSTA,62.0000019073,G,G,D
10095,67.0,amani,bio-chimie,FSTA,62.3999996185,G,G,A
10098,80.0,amani,bio-chimie,FSTA,76.0999984741,A,G,A
10116,77.0,amani,bio-chimie,FM,62.9500007629,G,G,G
10118,72.0,amani,bio-chimie,FM,66.5,G,G,A
10208,76.0,amani,bio-chimie,FM,58.3499984741,G,G,G
10289,73.0,amani,bio-chimie,FM,47.5,G,A,G
10377,74.0,amani,bio-chimie,FM,58.9499988556,G,G,D
10437,75.0,amani,bio-chimie,FM,60.75,G,G,A
10629,75.0,amani,bio-chimie,FSTA,56.1499996185,G,D,G
10638,53.0,amani,pedagogie,FSTA,52.0,G,A,G
10644,67.0,amani,bio-chimie,FSTA,60.0750007629,D,D,D
11244,59.0,amani,bio-chimie,FPSE,59.5,G,G,A
11251,60.0,amani,bio-chimie,FSTA,56.2999992371,G,G,G
11266,66.0,amani,bio-chimie,FSEG,63.7000007629,G,G,G
11269,81.0,amani,bio-chimie,FM,74.0,A,G,A
11319,64.0,amani,bio-chimie,FSTA,48.0,G,A,G
11468,64.0,amani,bio-chimie,FSTA,57.0999984741,G,G,G
11540,67.0,amani,bio-chimie,FSDC,70.8000030518,A,G,A
11654,68.0,amani,bio-chimie,FSTA,61.7999992371,G,G,A
11675,71.0,amani,bio-chimie,FSTA,66.1999969482,G,G,A
11690,51.0,amani,pedagogie,FT,62.4000015259,G,G,G
11781,64.0,amani,bio-chimie,FM,61.0,G,G,A
12123,68.0,amani,pedagogie,FSEG,56.2999992371,G,G,G
4587,53.0,kasali,commerciale et administrative,FSEG,59.0,G,G,G
4750,53.0,kasali,latin philo,FD,64.3000011445,G,G,A
5079,51.0,kasali,pedagogie,FPSE,66.5,G,G,G
5678,58.0,kasali,commerciale et administrative,FSTA,60.3666674296,G,G,G
5754,57.0,kasali,commerciale et administrative,FSEG,59.9500007629,G,G,G
6600,65.0,kasali,commerciale et administrative,FSEG,53.5,G,D,D
7233,61.0,kasali,commerciale et administrative,FSEG,64.4666671753,G,G,C
7821,59.0,kasali,pedagogie,FD,66.5750007629,G,G,D
9371,50.0,kasali,commerciale et administrative,FSEG,60.0333328247,G,G,C
9722,56.0,kasali,latin philo,FD,62.4499988555,G,G,D
10053,57.0,kasali,pedagogie,FSDC,65.8000030518,G,G,G
10198,55.0,kasali,commerciale et administrative,FSEG,60.5,G,G,G
11979,65.0,kasali,pedagogie,FSTA,47.0999984741,G,A,G
1847,59.0,de bukavu,latin philo,FSDC,60.5999984741,G,G,A
4874,60.0,de bukavu,latin philo,FD,64.8000030518,G,G,G
7331,51.0,de bukavu,bio-chimie,FSDC,63.6666679383,G,G,G
7910,53.0,de bukavu,pedagogie,FSEG,58.2000007629,G,G,G
8166,56.0,de bukavu,latin philo,FD,61.8000005086,G,G,C
8231,63.0,de bukavu,pedagogie,FSEG,58.6499996185,G,G,G
9146,60.0,de bukavu,pedagogie,FD,47.9000015259,G,A,G
9240,50.0,de bukavu,commerciale informatique,FSDC,63.1666679382,G,G,E
9583,50.0,de bukavu,pedagogie,FD,59.3999996185,G,G,G
9816,52.0,de bukavu,bio-chimie,FD,48.875,G,A,G
10064,55.0,de bukavu,bio-chimie,FSEG,57.5,G,G,G
10147,58.0,de bukavu,pedagogie,FSTA,59.4000015259,G,G,G
10438,51.0,de bukavu,pedagogie,FD,53.0,G,G,G
10910,52.0,de bukavu,latin philo,FD,58.0,G,G,D
12050,59.0,de bukavu,latin philo,FD,63.7000007629,G,G,A
12174,50.0,de bukavu,pedagogie,FM,42.0,G,A,G
8135,66.0,weza,bio-chimie,FSTA,51.1333325704,G,E,G
8294,59.0,weza,bio-chimie,FSTA,53.433333079,G,E,G
8480,62.0,weza,pedagogie,FPSE,60.7750005722,G,G,G
9953,54.0,weza,pedagogie,FSDC,60.0,G,G,G
10834,51.0,weza,pedagogie,FD,55.1499996185,G,G,G
11649,62.0,weza,bio-chimie,FSTA,58.9000015259,G,G,G
2267,53.0,kyeshero,bio-chimie,FSDC,61.7999992371,G,G,A
4379,56.0,kyeshero,mec gene,FSTA,59.6000010172,G,E,G
4439,61.0,kyeshero,bio-chimie,FSEG,64.4000015259,G,G,A
4455,51.0,kyeshero,pedagogie,FSEG,59.7999992371,G,G,G
4511,54.0,kyeshero,mec gene,FSTA,48.0,G,A,G
4664,52.0,kyeshero,bio-chimie,FSDC,61.2000007629,G,G,G
4680,52.0,kyeshero,pedagogie,FD,63.2999992371,G,G,D
4681,53.0,kyeshero,pedagogie,FSDC,64.5,G,G,G
4757,58.0,kyeshero,bio-chimie,FSDC,59.1000003815,G,G,G
4786,52.0,kyeshero,bio-chimie,FSDC,63.0999984741,G,G,G
4788,52.0,kyeshero,pedagogie,FSDC,57.7999992371,G,G,G
4793,53.0,kyeshero,pedagogie,FSDC,49.0,G,A,G
4795,51.0,kyeshero,pedagogie,FSDC,58.8999996185,G,G,D
4797,50.0,kyeshero,bio-chimie,FSDC,59.4000015259,G,A,G
5042,51.0,kyeshero,pedagogie,FD,58.0999984741,G,G,G
5218,51.0,kyeshero,pedagogie,FSDC,49.5999984741,G,A,G
6172,53.0,kyeshero,bio-chimie,FSEG,57.9666671753,G,G,G
6279,50.0,kyeshero,pedagogie,FPSE,52.8833325704,G,D,G
6311,57.0,kyeshero,pedagogie,FSEG,57.7999992371,G,G,G
6368,51.0,kyeshero,pedagogie,FSEG,59.2000007629,G,G,G
7005,56.0,kyeshero,mec gene,FSTA,70.2999992371,D,G,G
7039,51.0,kyeshero,pedagogie,FPSE,49.75,G,A,G
7179,52.0,kyeshero,bio-chimie,FSEG,58.633333842,G,G,G
7225,50.0,kyeshero,construction,FSEG,51.5750007629,G,D,G
7358,54.0,kyeshero,bio-chimie,FSDC,62.1999994914,G,G,G
7460,50.0,kyeshero,pedagogie,FSDC,57.816666921,G,E,E
